BeginDate|StateID|RouteID|BMP|EMP|DataItem|ValueNumeric|ValueText|ValueDate|Comments
01/01/2024|54|38202190000NB|20.7|20.8|base_thickness|5.0|||
01/01/2024|54|38202190000NB|20.8|20.9|base_thickness|5.0|||
01/01/2024|54|38202190000NB|20.9|21.0|base_thickness|5.0|||
01/01/2024|54|38202190000NB|21.0|21.1|base_thickness|5.0|||
01/01/2024|54|38202190000NB|21.1|21.2|base_thickness|5.0|||
01/01/2024|54|38202190000NB|21.2|21.3|base_thickness|5.0|||
01/01/2024|54|38202190000NB|21.3|21.4|base_thickness|5.0|||
01/01/2024|54|38202190000NB|21.4|21.5|base_thickness|5.0|||
01/01/2024|54|38202190000NB|21.5|21.6|base_thickness|5.0|||
01/01/2024|54|38202190000NB|21.6|21.69|base_thickness|5.0|||
01/01/2024|54|38202190000NB|21.69|21.7|base_thickness|5.0|||
01/01/2024|54|38202190000NB|21.7|21.8|base_thickness|5.0|||
01/01/2024|54|38202190000NB|21.8|21.84|base_thickness|5.0|||
01/01/2024|54|38202190000NB|26.54|26.6|base_thickness|5.0|||
01/01/2024|54|38202190000NB|26.6|26.7|base_thickness|5.0|||
01/01/2024|54|38202190000NB|26.7|26.8|base_thickness|5.0|||
01/01/2024|54|38202190000NB|26.8|26.9|base_thickness|5.0|||
01/01/2024|54|38202190000NB|26.9|27.0|base_thickness|5.0|||
01/01/2024|54|38202190000NB|27.0|27.1|base_thickness|5.0|||
01/01/2024|54|38202190000NB|27.1|27.2|base_thickness|5.0|||
01/01/2024|54|38202190000NB|27.2|27.3|base_thickness|5.0|||
01/01/2024|54|38202190000NB|27.3|27.4|base_thickness|5.0|||
01/01/2024|54|38202190000NB|27.4|27.5|base_thickness|5.0|||
01/01/2024|54|38202190000NB|27.5|27.6|base_thickness|5.0|||
01/01/2024|54|38202190000NB|27.6|27.7|base_thickness|5.0|||
01/01/2024|54|38202190000NB|27.7|27.8|base_thickness|5.0|||
01/01/2024|54|38202190000NB|27.8|27.9|base_thickness|5.0|||
01/01/2024|54|38202190000NB|27.9|28.0|base_thickness|5.0|||
01/01/2024|54|38202190000NB|28.0|28.1|base_thickness|5.0|||
01/01/2024|54|38202190000NB|28.1|28.2|base_thickness|5.0|||
01/01/2024|54|38202190000NB|28.2|28.3|base_thickness|5.0|||
01/01/2024|54|38202190000NB|28.3|28.4|base_thickness|5.0|||
01/01/2024|54|38202190000NB|28.4|28.5|base_thickness|5.0|||
