,RouteId,BeginPoint,EndPoint,YearLastImprovementVd,SampleId,SurfaceTypeVn,YearLastConstructionVd
10388,3130007000000,22.9,22.99,,310070002254,6.0,1/1/1982 12:00:00 AM
10389,3130007000000,23.1,23.2,,310070002254,6.0,1/1/1982 12:00:00 AM
10390,3130007000000,23.2,23.3,,310070002254,6.0,1/1/1982 12:00:00 AM
10391,3130007000000,23.3,23.3782,,310070002254,6.0,1/1/1982 12:00:00 AM
10392,3130007000000,23.4,23.5,,310070002254,6.0,1/1/1982 12:00:00 AM
10393,3130007000000,23.5,23.6,,310070002254,6.0,1/1/1982 12:00:00 AM
10394,3130007000000,23.6,23.7,,310070002254,6.0,1/1/1982 12:00:00 AM
10395,3130007000000,23.8,23.9,,310070002254,6.0,1/1/1982 12:00:00 AM
10396,3130007000000,25.2,25.3,,310070002515,6.0,1/1/1982 12:00:00 AM
10397,3130007000000,25.3,25.38,,310070002515,6.0,1/1/1982 12:00:00 AM
10398,3130007000000,23.74,23.7975,,310070002254,6.0,1/1/1982 12:00:00 AM
10399,3130007000000,25.5,25.55,,310070002515,6.0,1/1/1982 12:00:00 AM
10400,3130007000000,22.54,22.6,,310070002254,6.0,1/1/1982 12:00:00 AM
10401,3130007000000,22.6,22.67,,310070002254,6.0,1/1/1982 12:00:00 AM
10402,3130007000000,23.0,23.1,,310070002254,6.0,1/1/1982 12:00:00 AM
10403,3130007000000,23.7,23.74,,310070002254,6.0,1/1/1982 12:00:00 AM
10404,3130007000000,25.15,25.2,,310070002515,6.0,1/1/1982 12:00:00 AM
10405,3130007000000,25.38,25.4,,310070002515,6.0,1/1/1982 12:00:00 AM
10406,3130007000000,22.67,22.7,,310070002254,6.0,1/1/1982 12:00:00 AM
10407,3130007000000,23.3782,23.4,,310070002254,6.0,1/1/1982 12:00:00 AM
10408,3130007000000,22.99,23.0,,310070002254,6.0,1/1/1982 12:00:00 AM
10409,3130007000000,23.7975,23.8,,310070002254,6.0,1/1/1982 12:00:00 AM
10410,3130100000000,2.54,2.9,,311000000254,,1/1/1988 12:00:00 AM
10411,3130100000000,2.9,3.08,,311000000290,,1/1/1987 12:00:00 AM
10412,31100790000NB,155.5,155.6,,310790015292,6.0,
10413,31100790000NB,156.8,156.9,,310790015292,6.0,
10414,31200190000NB,14.8,14.9,,310190001480,6.0,1/1/1972 12:00:00 AM
10415,3130007000000,25.7,25.8,,310070002515,6.0,1/1/1982 12:00:00 AM
10416,3130007000000,26.5,26.6,,310070002601,6.0,1/1/1982 12:00:00 AM
10417,3130007000000,26.8,26.9,,310070002601,6.0,1/1/1982 12:00:00 AM
10418,3130007000000,27.1,27.2,,310070002703,6.0,1/1/1982 12:00:00 AM
10419,31200190000NB,14.5,14.6,,310190001444,6.0,1/1/1972 12:00:00 AM
10420,31200190000NB,15.62,15.7,,310190001562,6.0,1/1/1972 12:00:00 AM
10421,31200190000NB,16.2,16.3,,310190001562,6.0,1/1/1972 12:00:00 AM
10422,31100790000NB,155.12,155.1902,,310790015292,6.0,
10423,3130100000000,1.34,1.4183,,311000000134,,1/1/1987 12:00:00 AM
10424,3130100000000,1.5124,1.64,,311000000134,,1/1/1987 12:00:00 AM
10425,3130007000000,26.72,26.8,,310070002601,6.0,1/1/1982 12:00:00 AM
10426,3130007000000,26.9,26.97,,310070002601,6.0,1/1/1982 12:00:00 AM
10427,3130007000000,27.04,27.1,,310070002703,6.0,1/1/1982 12:00:00 AM
10428,31200190000NB,15.9277,16.0,,310190001562,6.0,1/1/1972 12:00:00 AM
10429,31200190000NB,16.0,16.07,,310190001562,6.0,1/1/1972 12:00:00 AM
10430,31200190000NB,16.1421,16.2,,310190001562,6.0,1/1/1972 12:00:00 AM
10431,3140019240000,2.9,2.9928,,310192400277,3.0,
10432,31100790000NB,153.5,153.6,,310790015292,6.0,
10433,31100790000NB,153.6301,153.7,,310790015292,6.0,
10434,31100790000NB,153.7,153.8,,310790015292,6.0,
10435,31100790000NB,154.0,154.1,,310790015292,6.0,
10436,31100790000NB,154.1,154.2,,310790015292,6.0,
10437,31100790000NB,154.2,154.3,,310790015292,6.0,
10438,31100790000NB,154.3,154.4,,310790015292,6.0,
10439,31100790000NB,154.4,154.5,,310790015292,6.0,
10440,31100790000NB,154.6,154.7,,310790015292,6.0,
10441,31100790000NB,154.7,154.8,,310790015292,6.0,
10442,31100790000NB,154.9,155.0,,310790015292,6.0,
10443,31100790000NB,155.2,155.3,,310790015292,6.0,
10444,31100790000NB,155.3,155.4,,310790015292,6.0,
10445,31100790000NB,155.6,155.7,,310790015292,6.0,
10446,31100790000NB,155.7,155.8,,310790015292,6.0,
10447,31100790000NB,155.8,155.9,,310790015292,6.0,
10448,31100790000NB,156.1,156.2,,310790015292,6.0,
10449,31100790000NB,156.2,156.3,,310790015292,6.0,
10450,31100790000NB,156.3,156.4,,310790015292,6.0,
10451,31100790000NB,156.4,156.5,,310790015292,6.0,
10452,31100790000NB,156.5,156.6,,310790015292,6.0,
10453,31100790000NB,156.6,156.7,,310790015292,6.0,
10454,31100790000NB,156.7,156.8,,310790015292,6.0,
10455,31100790000NB,157.0,157.1,,310790015700,6.0,1/1/2019 12:00:00 AM
10456,31100790000NB,157.1,157.2,,310790015700,6.0,1/1/2019 12:00:00 AM
10457,31100790000NB,157.2,157.3,,310790015700,6.0,1/1/2019 12:00:00 AM
10458,31100790000NB,157.3,157.4,,310790015700,6.0,1/1/2019 12:00:00 AM
10459,31100790000NB,157.4,157.5,,310790015700,6.0,1/1/2019 12:00:00 AM
10460,31100790000NB,157.5,157.6,,310790015700,6.0,1/1/2019 12:00:00 AM
10461,31100790000NB,157.7,157.8,,310790015700,6.0,1/1/2019 12:00:00 AM
10462,31100790000NB,157.8,157.9,,310790015700,6.0,1/1/2019 12:00:00 AM
10463,31100790000NB,157.9,158.0,,310790015700,6.0,1/1/2019 12:00:00 AM
10464,31100790000NB,158.0,158.1,,310790015700,6.0,1/1/2019 12:00:00 AM
10465,31100790000NB,158.1,158.2,,310790015700,6.0,1/1/2019 12:00:00 AM
10466,31100790000NB,158.3,158.4,,310790015700,6.0,1/1/2019 12:00:00 AM
10467,31100790000NB,158.5,158.6,,310790015700,6.0,1/1/2019 12:00:00 AM
10468,31100790000NB,158.6,158.7,,310790015700,6.0,1/1/2019 12:00:00 AM
10469,31100790000NB,158.7,158.8,,310790015700,6.0,1/1/2019 12:00:00 AM
10470,31100790000NB,158.8,158.9,,310790015700,6.0,1/1/2019 12:00:00 AM
10471,31100790000NB,159.0,159.1,,310790015700,6.0,1/1/2019 12:00:00 AM
10472,31100790000NB,159.1,159.2,,310790015700,6.0,1/1/2019 12:00:00 AM
10473,31100790000NB,159.2,159.3,,310790015700,6.0,1/1/2019 12:00:00 AM
10474,31100790000NB,159.3,159.4,,310790015700,6.0,1/1/2019 12:00:00 AM
10475,31100790000NB,159.4,159.5,,310790015700,6.0,1/1/2019 12:00:00 AM
10476,31100790000NB,159.5,159.6,,310790015700,6.0,1/1/2019 12:00:00 AM
10477,31100790000NB,159.6,159.7,,310790015700,6.0,1/1/2019 12:00:00 AM
10478,31100790000NB,159.7,159.8,,310790015700,6.0,1/1/2019 12:00:00 AM
10479,31100790000NB,159.8,159.9,,310790015700,6.0,1/1/2019 12:00:00 AM
10480,31100790000NB,160.2,160.3,,310790015700,6.0,1/1/2019 12:00:00 AM
10481,31100790000NB,160.3,160.4,,310790015700,6.0,1/1/2019 12:00:00 AM
10482,31100790000NB,160.4,160.5,,310790015700,6.0,1/1/2019 12:00:00 AM
10483,31200190000NB,13.8,13.881,,310190001374,6.0,1/1/1978 12:00:00 AM
10484,31200190000NB,13.9,14.0,,310190001374,6.0,1/1/1978 12:00:00 AM
10485,31200190000NB,14.0068,14.1,,310190001374,6.0,1/1/1978 12:00:00 AM
10486,31200190000NB,14.6,14.7,,310190001444,6.0,1/1/1972 12:00:00 AM
10487,31200190000NB,15.7,15.8,,310190001562,6.0,1/1/1972 12:00:00 AM
10488,31200190000NB,15.8,15.89,,310190001562,6.0,1/1/1972 12:00:00 AM
10489,31200190000NB,16.3,16.4,,310190001562,6.0,1/1/1972 12:00:00 AM
10490,31200190000NB,16.5,16.6,,310190001649,6.0,1/1/1972 12:00:00 AM
10491,31200190000NB,16.6,16.7,,310190001649,6.0,1/1/1972 12:00:00 AM
10492,31200190000NB,16.7,16.8,,310190001649,6.0,1/1/1972 12:00:00 AM
10493,31200190000NB,16.8,16.9,,310190001649,6.0,1/1/1972 12:00:00 AM
10494,31200190000NB,16.9,17.0,,310190001649,6.0,1/1/1972 12:00:00 AM
10495,3130007000000,25.55,25.6,,310070002515,6.0,1/1/1982 12:00:00 AM
10496,3130007000000,25.6,25.7,,310070002515,6.0,1/1/1982 12:00:00 AM
10497,3130007000000,25.85,25.9,,310070002585,6.0,1/1/1982 12:00:00 AM
10498,3130007000000,25.9,26.0,,310070002585,6.0,1/1/1982 12:00:00 AM
10499,3130007000000,26.1,26.2,,310070002601,6.0,1/1/1982 12:00:00 AM
10500,3130007000000,26.2,26.3,,310070002601,6.0,1/1/1982 12:00:00 AM
10501,3130007000000,26.3,26.4,,310070002601,6.0,1/1/1982 12:00:00 AM
10502,3130007000000,26.4,26.49,,310070002601,6.0,1/1/1982 12:00:00 AM
10503,3130007000000,26.6,26.7,,310070002601,6.0,1/1/1982 12:00:00 AM
10504,31100790000NB,156.012,156.1,,310790015292,6.0,
10505,3130100000000,0.8684,0.962,,311000000000,,1/1/1987 12:00:00 AM
10506,3130007000000,26.026,26.1,,310070002601,6.0,1/1/1982 12:00:00 AM
10507,3130100000000,0.6318,0.7422,,311000000000,,1/1/1987 12:00:00 AM
10508,31200190000NB,16.07,16.092,,310190001562,6.0,1/1/1972 12:00:00 AM
10509,3140019240000,2.8044,2.8551,,310192400277,3.0,
10510,3130100000000,1.06,1.0945,,311000000097,,1/1/1987 12:00:00 AM
10511,3130100000000,1.4183,1.4692,,311000000134,,1/1/1987 12:00:00 AM
10512,3130100000000,0.7981,0.8684,,311000000000,,1/1/1987 12:00:00 AM
10513,3130100000000,1.1956,1.2346,,311000000097,,1/1/1987 12:00:00 AM
10514,31200190000NB,14.1086,14.1559,,310190001374,6.0,1/1/1978 12:00:00 AM
10515,31200190000NB,14.1559,14.19,,310190001374,6.0,1/1/1978 12:00:00 AM
10516,31200190000NB,14.7379,14.8,,310190001444,6.0,1/1/1972 12:00:00 AM
10517,31200190000NB,14.44,14.5,,310190001444,3.0,1/1/1972 12:00:00 AM
10518,3140019240000,3.0,3.08,,310192400277,6.0,
10519,31100790000NB,156.9,156.983,,310790015292,6.0,
10520,31200190000NB,14.9,14.95,,310190001480,6.0,1/1/1972 12:00:00 AM
10521,3130007000000,25.8,25.85,,310070002515,6.0,1/1/1982 12:00:00 AM
10522,3130007000000,27.2,27.265,,310070002703,6.0,1/1/1982 12:00:00 AM
10523,31200190000NB,14.3,14.35,,310190001425,3.0,1/1/1972 12:00:00 AM
10524,31200190000NB,16.1,16.1421,,310190001562,6.0,1/1/1972 12:00:00 AM
10525,31200190000NB,14.25,14.2843,,310190001425,6.0,1/1/1972 12:00:00 AM
10526,31100790000NB,153.9,153.9509,,310790015292,6.0,
10527,31100790000NB,153.9509,154.0,,310790015292,6.0,
10528,31100790000NB,154.5349,154.6,,310790015292,6.0,
10529,31100790000NB,155.0,155.0741,,310790015292,6.0,
10530,31100790000NB,155.4,155.5,,310790015292,6.0,
10531,31100790000NB,157.6,157.6704,,310790015700,6.0,1/1/2019 12:00:00 AM
10532,31100790000NB,158.4,158.5,,310790015700,6.0,1/1/2019 12:00:00 AM
10533,31100790000NB,158.9205,159.0,,310790015700,6.0,1/1/2019 12:00:00 AM
10534,31100790000NB,160.1,160.1575,,310790015700,6.0,1/1/2019 12:00:00 AM
