ROUTEID,BMP,EMP,F_SYSTEM,NHS,NN,STRAHNET_TYPE,hash
2040119740000,0.0,0.5,7.0,,,,2040119740000-0.0-0.5
2040119740000,0.5,0.57,7.0,,,,2040119740000-0.5-0.57
2040119750000,0.0,0.15,7.0,,,,2040119750000-0.0-0.15
2040119750200,0.0,0.013,7.0,,,,2040119750200-0.0-0.013
2040119760000,0.0,0.12,7.0,,,,2040119760000-0.0-0.12
2040119760000,0.12,0.4,7.0,,,,2040119760000-0.12-0.4
2040119770000,0.0,0.3,7.0,,,,2040119770000-0.0-0.3
2040119770000,0.3,0.8,7.0,,,,2040119770000-0.3-0.8
2040119780000,0.0,0.7,7.0,,,,2040119780000-0.0-0.7
2040119790000,0.0,0.1,7.0,,,,2040119790000-0.0-0.1
2040119810000,0.0,0.13,7.0,,,,2040119810000-0.0-0.13
2040119820000,0.0,0.09,7.0,,,,2040119820000-0.0-0.09
2040119840000,0.0,0.32,7.0,,,,2040119840000-0.0-0.32
2040119850000,0.0,0.04,7.0,,,,2040119850000-0.0-0.04
2040119860000,0.0,0.26,7.0,,,,2040119860000-0.0-0.26
2040119870000,0.0,0.1,7.0,,,,2040119870000-0.0-0.1
2040119880000,0.0,0.34,7.0,,,,2040119880000-0.0-0.34
2040119890000,0.0,0.14,7.0,,,,2040119890000-0.0-0.14
2040119900000,0.0,0.34,7.0,,,,2040119900000-0.0-0.34
2040119910000,0.0,0.07,7.0,,,,2040119910000-0.0-0.07
2040119920000,0.0,0.24,7.0,,,,2040119920000-0.0-0.24
2040119930000,0.0,0.17,7.0,,,,2040119930000-0.0-0.17
2040119940000,0.0,0.06,7.0,,,,2040119940000-0.0-0.06
2040119950000,0.0,0.1,7.0,,,,2040119950000-0.0-0.1
2040119950000,0.1,0.33,7.0,,,,2040119950000-0.1-0.33
2040119960000,0.0,0.11,7.0,,,,2040119960000-0.0-0.11
2040119960000,0.11,0.21,7.0,,,,2040119960000-0.11-0.21
2040119970000,0.0,0.07,7.0,,,,2040119970000-0.0-0.07
2040119980000,0.0,0.03,7.0,,,,2040119980000-0.0-0.03
2040119990000,0.0,1.33,7.0,,,,2040119990000-0.0-1.33
2040160010000,0.0,0.39,7.0,,,,2040160010000-0.0-0.39
2040160020000,0.0,0.05,7.0,,,,2040160020000-0.0-0.05
2040160030000,0.0,0.2,7.0,,,,2040160030000-0.0-0.2
2040160040000,0.0,0.23,7.0,,,,2040160040000-0.0-0.23
2040160050000,0.0,0.29,7.0,,,,2040160050000-0.0-0.29
2040160060000,0.0,0.22,7.0,,,,2040160060000-0.0-0.22
2040160070000,0.0,0.51,5.0,,,,2040160070000-0.0-0.51
2040160080000,0.0,0.08,7.0,,,,2040160080000-0.0-0.08
2040160090000,0.0,0.02,7.0,,,,2040160090000-0.0-0.02
2040160090000,0.02,0.09,7.0,,,,2040160090000-0.02-0.09
2040160100000,0.0,0.349,7.0,,,,2040160100000-0.0-0.349
2040160110000,0.0,0.09,7.0,,,,2040160110000-0.0-0.09
2040160120000,0.0,0.164,7.0,,,,2040160120000-0.0-0.164
2040160120000,0.164,0.44,7.0,,,,2040160120000-0.164-0.44
2040160130000,0.0,0.26,7.0,,,,2040160130000-0.0-0.26
2040160140000,0.0,0.11,7.0,,,,2040160140000-0.0-0.11
2040160150000,0.0,0.004,7.0,,,,2040160150000-0.0-0.004
2040160150000,0.004,0.07,7.0,,,,2040160150000-0.004-0.07
2040160160000,0.0,0.33,7.0,,,,2040160160000-0.0-0.33
2040160170000,0.0,0.152,7.0,,,,2040160170000-0.0-0.152
2040160180000,0.0,0.025,7.0,,,,2040160180000-0.0-0.025
2040160180000,0.032,0.06,7.0,,,,2040160180000-0.032-0.06
2040160190000,0.0,0.043,7.0,,,,2040160190000-0.0-0.043
2040160200000,0.0,0.43,7.0,,,,2040160200000-0.0-0.43
2040160210000,0.0,0.18,7.0,,,,2040160210000-0.0-0.18
2040160220000,0.0,0.23,7.0,,,,2040160220000-0.0-0.23
2040160230000,0.0,0.13,7.0,,,,2040160230000-0.0-0.13
2040160240000,0.0,0.05,7.0,,,,2040160240000-0.0-0.05
2040160240000,0.05,0.1,7.0,,,,2040160240000-0.05-0.1
2040160250000,0.0,0.052,7.0,,,,2040160250000-0.0-0.052
2040160250000,0.052,0.47,7.0,,,,2040160250000-0.052-0.47
2040160260000,0.0,0.12,7.0,,,,2040160260000-0.0-0.12
2040160270000,0.0,0.09,7.0,,,,2040160270000-0.0-0.09
2040160280000,0.0,0.04,7.0,,,,2040160280000-0.0-0.04
2040160280000,0.07,0.11,7.0,,,,2040160280000-0.07-0.11
2040160280000,0.14,0.18,7.0,,,,2040160280000-0.14-0.18
2040160290000,0.0,0.11,7.0,,,,2040160290000-0.0-0.11
2040160300000,0.0,0.05,7.0,,,,2040160300000-0.0-0.05
2040160300000,0.05,0.06,7.0,,,,2040160300000-0.05-0.06
2040160310000,0.0,0.05,7.0,,,,2040160310000-0.0-0.05
2040160310000,0.05,0.14,7.0,,,,2040160310000-0.05-0.14
2040160320000,0.0,0.092,7.0,,,,2040160320000-0.0-0.092
2040160330000,0.0,0.08,7.0,,,,2040160330000-0.0-0.08
2040160340000,0.0,0.06,7.0,,,,2040160340000-0.0-0.06
2040160350000,0.0,0.26,7.0,,,,2040160350000-0.0-0.26
2040160360000,0.0,0.02,7.0,,,,2040160360000-0.0-0.02
2040160360000,0.02,0.13,7.0,,,,2040160360000-0.02-0.13
2040160360000,0.13,0.22,7.0,,,,2040160360000-0.13-0.22
2040160360000,0.22,0.24,7.0,,,,2040160360000-0.22-0.24
2040160360000,0.24,0.26,7.0,,,,2040160360000-0.24-0.26
2040160370000,0.0,0.05,7.0,,,,2040160370000-0.0-0.05
2040160370000,0.05,0.14,7.0,,,,2040160370000-0.05-0.14
2040160380000,0.0,0.04,7.0,,,,2040160380000-0.0-0.04
2040160400000,0.0,0.02,7.0,,,,2040160400000-0.0-0.02
2040160410000,0.0,0.174,7.0,,,,2040160410000-0.0-0.174
2040160420000,0.0,0.03,7.0,,,,2040160420000-0.0-0.03
2040214010000,0.0,0.03,7.0,,,,2040214010000-0.0-0.03
2040214020000,0.0,0.02,7.0,,,,2040214020000-0.0-0.02
2040214020000,0.02,0.718,7.0,,,,2040214020000-0.02-0.718
2040214020000,0.718,0.77,5.0,,,,2040214020000-0.718-0.77
2040214040000,0.0,0.35,7.0,,,,2040214040000-0.0-0.35
2040214050000,0.0,0.28,7.0,,,,2040214050000-0.0-0.28
2040214070000,0.0,0.15,7.0,,,,2040214070000-0.0-0.15
2040214080000,0.0,0.19,7.0,,,,2040214080000-0.0-0.19
2040214090000,0.0,0.4,7.0,,,,2040214090000-0.0-0.4
2040214100000,0.0,0.16,7.0,,,,2040214100000-0.0-0.16
2040214110000,0.0,0.21,7.0,,,,2040214110000-0.0-0.21
2040214120000,0.0,0.05,7.0,,,,2040214120000-0.0-0.05
2040214130000,0.0,1.1,7.0,,,,2040214130000-0.0-1.1
2040214140000,0.0,0.071,7.0,,,,2040214140000-0.0-0.071
20402141400SB,0.0,0.071,7.0,,,,20402141400SB-0.0-0.071
2040214150000,0.0,0.091,7.0,,,,2040214150000-0.0-0.091
20402141500SB,0.0,0.091,7.0,,,,20402141500SB-0.0-0.091
2040214160000,0.0,0.45,7.0,,,,2040214160000-0.0-0.45
2040219010000,0.0,0.269,7.0,,,,2040219010000-0.0-0.269
2040219020000,0.0,0.432,7.0,,,,2040219020000-0.0-0.432
2040219030000,0.0,0.09,7.0,,,,2040219030000-0.0-0.09
2040219040000,0.0,0.2,7.0,,,,2040219040000-0.0-0.2
2040219050000,0.0,0.13,7.0,,,,2040219050000-0.0-0.13
2040219060000,0.0,0.27,7.0,,,,2040219060000-0.0-0.27
2040219070000,0.0,0.06,7.0,,,,2040219070000-0.0-0.06
2040219080000,0.0,0.175,7.0,,,,2040219080000-0.0-0.175
2040219090000,0.0,0.04,7.0,,,,2040219090000-0.0-0.04
2040219090000,0.04,0.18,7.0,,,,2040219090000-0.04-0.18
2040219100000,0.0,0.03,7.0,,,,2040219100000-0.0-0.03
2040219110000,0.0,0.14,7.0,,,,2040219110000-0.0-0.14
2040219120000,0.0,0.19,7.0,,,,2040219120000-0.0-0.19
2040219130000,0.0,0.1,7.0,,,,2040219130000-0.0-0.1
2040219140000,0.0,0.13,7.0,,,,2040219140000-0.0-0.13
2040219150000,0.0,0.12,7.0,,,,2040219150000-0.0-0.12
2040219160000,0.0,0.04,7.0,,,,2040219160000-0.0-0.04
2040219170000,0.0,0.17,7.0,,,,2040219170000-0.0-0.17
2040219180000,0.0,0.17,7.0,,,,2040219180000-0.0-0.17
2040219190000,0.0,0.04,7.0,,,,2040219190000-0.0-0.04
2040219200000,0.0,0.07,7.0,,,,2040219200000-0.0-0.07
2040219200000,0.07,0.15,7.0,,,,2040219200000-0.07-0.15
2040219210000,0.0,0.04,7.0,,,,2040219210000-0.0-0.04
2040219210000,0.04,0.07,7.0,,,,2040219210000-0.04-0.07
2040219220000,0.0,0.14,7.0,,,,2040219220000-0.0-0.14
2040219230000,0.0,0.22,7.0,,,,2040219230000-0.0-0.22
2040219240000,0.0,0.22,7.0,,,,2040219240000-0.0-0.22
2040219250000,0.0,0.04,7.0,,,,2040219250000-0.0-0.04
2040219260000,0.0,0.09,7.0,,,,2040219260000-0.0-0.09
2040219270000,0.0,0.12,7.0,,,,2040219270000-0.0-0.12
2040219280000,0.0,0.09,7.0,,,,2040219280000-0.0-0.09
2040219290000,0.0,0.14,7.0,,,,2040219290000-0.0-0.14
2040219300000,0.0,0.15,7.0,,,,2040219300000-0.0-0.15
2040219310000,0.0,0.11,7.0,,,,2040219310000-0.0-0.11
2040219320000,0.0,0.035,7.0,,,,2040219320000-0.0-0.035
2040219320000,0.035,0.123,7.0,,,,2040219320000-0.035-0.123
2040219320000,0.123,0.2,7.0,,,,2040219320000-0.123-0.2
2040219320000,0.2,1.83,7.0,,,,2040219320000-0.2-1.83
2040501010000,0.0,0.23,7.0,,,,2040501010000-0.0-0.23
2040501020000,0.0,0.17,7.0,,,,2040501020000-0.0-0.17
2040501030000,0.0,0.31,7.0,,,,2040501030000-0.0-0.31
2040501040000,0.0,0.13,7.0,,,,2040501040000-0.0-0.13
2040601010000,0.0,0.35,7.0,,,,2040601010000-0.0-0.35
2040622010000,0.0,0.23,7.0,,,,2040622010000-0.0-0.23
2040622010000,0.23,0.5,7.0,,,,2040622010000-0.23-0.5
2040622020000,0.0,0.33,7.0,,,,2040622020000-0.0-0.33
2040622030000,0.0,0.19,7.0,,,,2040622030000-0.0-0.19
2040622040000,0.0,0.17,7.0,,,,2040622040000-0.0-0.17
2040622050000,0.0,0.06,7.0,,,,2040622050000-0.0-0.06
2040622060000,0.0,0.27,7.0,,,,2040622060000-0.0-0.27
2040622070000,0.0,0.3,7.0,,,,2040622070000-0.0-0.3
2040622070000,0.34,0.63,7.0,,,,2040622070000-0.34-0.63
2040622080000,0.0,0.1,7.0,,,,2040622080000-0.0-0.1
2040622090000,0.0,0.31,7.0,,,,2040622090000-0.0-0.31
2040622100000,0.0,0.29,7.0,,,,2040622100000-0.0-0.29
2040622110000,0.0,0.05,7.0,,,,2040622110000-0.0-0.05
2040622120000,0.0,0.05,7.0,,,,2040622120000-0.0-0.05
2040622130000,0.0,0.04,7.0,,,,2040622130000-0.0-0.04
2040622130000,0.04,0.1,7.0,,,,2040622130000-0.04-0.1
2040622140000,0.0,0.44,7.0,,,,2040622140000-0.0-0.44
2040622150000,0.0,0.9,7.0,,,,2040622150000-0.0-0.9
2040622160000,0.0,0.16,7.0,,,,2040622160000-0.0-0.16
2040622170000,0.0,0.4,7.0,,,,2040622170000-0.0-0.4
2040622180000,0.0,0.35,7.0,,,,2040622180000-0.0-0.35
2040622240000,0.0,0.19,7.0,,,,2040622240000-0.0-0.19
2040622250000,0.0,0.14,7.0,,,,2040622250000-0.0-0.14
2040622260000,0.0,0.3,7.0,,,,2040622260000-0.0-0.3
2040622270000,0.0,0.22,7.0,,,,2040622270000-0.0-0.22
2040622280000,0.0,0.07,7.0,,,,2040622280000-0.0-0.07
2040622290000,0.0,0.58,7.0,,,,2040622290000-0.0-0.58
2040622300000,0.0,0.03,7.0,,,,2040622300000-0.0-0.03
2040622300000,0.03,0.18,7.0,,,,2040622300000-0.03-0.18
2040622300000,0.18,0.27,7.0,,,,2040622300000-0.18-0.27
2040622310000,0.0,0.16,7.0,,,,2040622310000-0.0-0.16
2040622320000,0.0,0.12,7.0,,,,2040622320000-0.0-0.12
2040622330000,0.0,0.006,7.0,,,,2040622330000-0.0-0.006
2040622330000,0.006,0.13,7.0,,,,2040622330000-0.006-0.13
2040622340000,0.0,0.19,7.0,,,,2040622340000-0.0-0.19
2040622350000,0.0,0.45,7.0,,,,2040622350000-0.0-0.45
2040622360000,0.0,0.09,7.0,,,,2040622360000-0.0-0.09
2040622370000,0.0,0.06,7.0,,,,2040622370000-0.0-0.06
2040622380000,0.0,0.097,7.0,,,,2040622380000-0.0-0.097
2040622390000,0.0,0.12,7.0,,,,2040622390000-0.0-0.12
2040622400000,0.0,0.32,7.0,,,,2040622400000-0.0-0.32
2040622410000,0.0,0.39,7.0,,,,2040622410000-0.0-0.39
2040622420000,0.0,0.09,7.0,,,,2040622420000-0.0-0.09
2040622430000,0.0,0.29,7.0,,,,2040622430000-0.0-0.29
2040622440000,0.0,0.3,7.0,,,,2040622440000-0.0-0.3
2060801000000,0.0,0.02,7.0,,,,2060801000000-0.0-0.02
2060801000000,0.02,4.07,7.0,,,,2060801000000-0.02-4.07
2060802000000,0.0,0.38,7.0,,,,2060802000000-0.0-0.38
2060803000000,0.0,0.79,7.0,,,,2060803000000-0.0-0.79
2060803000000,0.79,0.88,7.0,,,,2060803000000-0.79-0.88
2060804000000,0.0,0.22,7.0,,,,2060804000000-0.0-0.22
2060804000200,0.0,0.021,7.0,,,,2060804000200-0.0-0.021
2060805000000,0.0,0.11,7.0,,,,2060805000000-0.0-0.11
2071005001900,0.0,0.09,4.0,,,,2071005001900-0.0-0.09
2071011001900,0.0,2.11,5.0,,,,2071011001900-0.0-2.11
2071012001900,0.0,1.35,5.0,,,,2071012001900-0.0-1.35
2071013001900,0.0,1.82,5.0,,,,2071013001900-0.0-1.82
2071016001900,0.0,0.24,5.0,,,,2071016001900-0.0-0.24
2071016001900,0.24,0.66,5.0,,,,2071016001900-0.24-0.66
2071017001900,0.0,0.4,5.0,,,,2071017001900-0.0-0.4
2071018001900,0.0,0.17,5.0,,,,2071018001900-0.0-0.17
2071019001900,0.0,0.06,5.0,,,,2071019001900-0.0-0.06
2071019001900,0.06,0.12,5.0,,,,2071019001900-0.06-0.12
2071019001900,0.12,0.21,5.0,,,,2071019001900-0.12-0.21
2071020001900,0.0,0.65,4.0,,,,2071020001900-0.0-0.65
2071021001900,0.0,0.17,4.0,,,,2071021001900-0.0-0.17
2071022001900,0.0,0.17,4.0,,,,2071022001900-0.0-0.17
2071023001900,0.0,0.38,5.0,,,,2071023001900-0.0-0.38
2071024001900,0.0,1.22,5.0,,,,2071024001900-0.0-1.22
2071025001900,0.0,0.69,4.0,,,,2071025001900-0.0-0.69
2071026001900,0.0,0.33,4.0,,,,2071026001900-0.0-0.33
2071026001900,0.33,0.6,4.0,,,,2071026001900-0.33-0.6
2071027001900,0.0,0.251,4.0,,,,2071027001900-0.0-0.251
2071027001900,0.315,0.43,4.0,,,,2071027001900-0.315-0.43
2071028001900,0.0,0.09,5.0,,,,2071028001900-0.0-0.09
2071028001900,0.09,0.18,5.0,,,,2071028001900-0.09-0.18
2071028001900,0.18,0.75,5.0,,,,2071028001900-0.18-0.75
2071029001900,0.0,1.05,5.0,,,,2071029001900-0.0-1.05
2071030001900,0.0,3.03,5.0,,,,2071030001900-0.0-3.03
2071031001900,0.0,1.35,5.0,,,,2071031001900-0.0-1.35
2071032001900,0.0,0.455,5.0,,,,2071032001900-0.0-0.455
2071033001900,0.0,0.8,5.0,,,,2071033001900-0.0-0.8
2071034001900,0.0,0.27,5.0,,,,2071034001900-0.0-0.27
2071035001900,0.0,0.37,5.0,,,,2071035001900-0.0-0.37
2071036001900,0.0,0.21,5.0,,,,2071036001900-0.0-0.21
2071036001900,0.21,0.72,5.0,,,,2071036001900-0.21-0.72
2071037001900,0.0,0.9,4.0,,,,2071037001900-0.0-0.9
2071037001900,0.9,1.02,4.0,,,,2071037001900-0.9-1.02
2071037001900,1.02,3.04,4.0,,,,2071037001900-1.02-3.04
2071038001900,0.0,1.0,4.0,,,,2071038001900-0.0-1.0
2071038001900,1.0,1.06,4.0,,,,2071038001900-1.0-1.06
2071038001900,1.06,1.5,4.0,,,,2071038001900-1.06-1.5
2071039001900,0.0,0.39,5.0,,,,2071039001900-0.0-0.39
2071039001900,0.39,0.51,5.0,,,,2071039001900-0.39-0.51
2071040001900,0.0,0.35,5.0,,,,2071040001900-0.0-0.35
2071046001900,0.0,0.496,5.0,,,,2071046001900-0.0-0.496
2071053001900,0.0,1.308,5.0,,,,2071053001900-0.0-1.308
2071054001900,0.0,0.2,3.0,1.0,,,2071054001900-0.0-0.2
2071054001900,0.2,3.71,3.0,1.0,,,2071054001900-0.2-3.71
20710540019WB,0.0,0.2,3.0,1.0,,,20710540019WB-0.0-0.2
20710540019WB,0.2,3.71,3.0,1.0,,,20710540019WB-0.2-3.71
2071056001900,0.0,0.38,5.0,,,,2071056001900-0.0-0.38
2071056001900,0.38,0.6,5.0,,,,2071056001900-0.38-0.6
2071056001900,0.6,0.95,5.0,,,,2071056001900-0.6-0.95
2071057001900,0.0,0.11,5.0,,,,2071057001900-0.0-0.11
2071057001900,0.11,0.51,5.0,,,,2071057001900-0.11-0.51
2071057001900,0.51,1.43,5.0,,,,2071057001900-0.51-1.43
2071057001900,1.43,3.19,5.0,,,,2071057001900-1.43-3.19
2071058001900,0.0,2.38,5.0,,,,2071058001900-0.0-2.38
2071062001900,0.0,1.38,5.0,,,,2071062001900-0.0-1.38
2071063001900,0.0,1.77,4.0,,,,2071063001900-0.0-1.77
2071065001900,0.0,1.37,5.0,,,,2071065001900-0.0-1.37
2071066001900,0.0,2.078,5.0,,,,2071066001900-0.0-2.078
2071068001900,0.0,1.17,5.0,,,,2071068001900-0.0-1.17
2071069001900,0.0,1.28,5.0,,,,2071069001900-0.0-1.28
2071070001900,0.0,0.04,5.0,,,,2071070001900-0.0-0.04
2071071001900,0.0,0.517,5.0,,,,2071071001900-0.0-0.517
2071072001900,0.0,0.45,5.0,,,,2071072001900-0.0-0.45
2071073001900,0.0,0.36,5.0,,,,2071073001900-0.0-0.36
2071074001900,0.0,0.326,5.0,,,,2071074001900-0.0-0.326
2071077001900,0.0,0.32,5.0,,,,2071077001900-0.0-0.32
2071078001900,0.0,0.429,5.0,,,,2071078001900-0.0-0.429
2071079001900,0.0,0.07,5.0,,,,2071079001900-0.0-0.07
2071080001900,0.0,0.15,5.0,,,,2071080001900-0.0-0.15
2071080001900,0.15,0.24,5.0,,,,2071080001900-0.15-0.24
2071082001900,0.0,0.22,5.0,,,,2071082001900-0.0-0.22
2071083001900,0.0,0.71,5.0,,,,2071083001900-0.0-0.71
2071097001900,0.0,0.17,5.0,,,,2071097001900-0.0-0.17
2071097001900,0.17,0.254,5.0,,,,2071097001900-0.17-0.254
2071100001900,0.0,0.31,5.0,,,,2071100001900-0.0-0.31
2071100001900,0.31,0.44,5.0,,,,2071100001900-0.31-0.44
2071102001900,0.0,0.17,5.0,,,,2071102001900-0.0-0.17
2071103001900,0.0,0.26,5.0,,,,2071103001900-0.0-0.26
2071104001900,0.0,0.65,5.0,,,,2071104001900-0.0-0.65
2071104001900,0.65,0.78,5.0,,,,2071104001900-0.65-0.78
2071104001900,0.78,0.89,5.0,,,,2071104001900-0.78-0.89
2071104001900,0.89,1.65,5.0,,,,2071104001900-0.89-1.65
2071107001900,0.0,0.19,4.0,,,,2071107001900-0.0-0.19
2071118001900,0.0,0.61,5.0,,,,2071118001900-0.0-0.61
2071119001900,0.0,0.49,4.0,,,,2071119001900-0.0-0.49
2071123001900,0.0,0.19,5.0,,,,2071123001900-0.0-0.19
2071308001900,0.77,1.62,5.0,,,,2071308001900-0.77-1.62
2080901000000,0.0,0.07,7.0,,,,2080901000000-0.0-0.07
2080901010000,0.0,0.09,7.0,,,,2080901010000-0.0-0.09
2080901030000,0.0,0.06,7.0,,,,2080901030000-0.0-0.06
2080901050000,0.0,0.007,7.0,,,,2080901050000-0.0-0.007
2080901050000,0.007,0.38,7.0,,,,2080901050000-0.007-0.38
2080901060000,0.0,0.08,7.0,,,,2080901060000-0.0-0.08
2080901070000,0.0,0.05,7.0,,,,2080901070000-0.0-0.05
2080901090000,0.0,0.19,7.0,,,,2080901090000-0.0-0.19
2080901100000,0.0,0.14,7.0,,,,2080901100000-0.0-0.14
2080901110000,0.0,0.03,7.0,,,,2080901110000-0.0-0.03
2080901120000,0.0,0.03,7.0,,,,2080901120000-0.0-0.03
2080901130000,0.0,0.25,7.0,,,,2080901130000-0.0-0.25
2080901140000,0.0,0.39,7.0,,,,2080901140000-0.0-0.39
2080901150000,0.0,0.19,7.0,,,,2080901150000-0.0-0.19
2080901160000,0.0,0.04,7.0,,,,2080901160000-0.0-0.04
2080901180000,0.0,0.03,7.0,,,,2080901180000-0.0-0.03
2080901190000,0.0,0.07,7.0,,,,2080901190000-0.0-0.07
2080901200000,0.0,0.21,7.0,,,,2080901200000-0.0-0.21
2080901210000,0.0,0.38,7.0,,,,2080901210000-0.0-0.38
2080901220000,0.0,0.04,7.0,,,,2080901220000-0.0-0.04
2080901230000,0.0,0.53,7.0,,,,2080901230000-0.0-0.53
2080901240000,0.0,0.05,7.0,,,,2080901240000-0.0-0.05
2080901250000,0.0,0.92,7.0,,,,2080901250000-0.0-0.92
2080901270000,0.0,0.18,7.0,,,,2080901270000-0.0-0.18
2080901280000,0.0,0.29,7.0,,,,2080901280000-0.0-0.29
2080901290000,0.0,0.41,7.0,,,,2080901290000-0.0-0.41
2080901300000,0.0,0.24,7.0,,,,2080901300000-0.0-0.24
2080901310000,0.0,0.12,7.0,,,,2080901310000-0.0-0.12
2080901320000,0.0,0.17,7.0,,,,2080901320000-0.0-0.17
2080901330000,0.0,0.05,7.0,,,,2080901330000-0.0-0.05
2080901340000,0.0,0.07,7.0,,,,2080901340000-0.0-0.07
2080901350000,0.0,0.27,7.0,,,,2080901350000-0.0-0.27
2080901360000,0.0,0.22,7.0,,,,2080901360000-0.0-0.22
2080901370000,0.0,0.084,7.0,,,,2080901370000-0.0-0.084
2080901370000,0.084,0.31,7.0,,,,2080901370000-0.084-0.31
2080901380000,0.0,0.006,7.0,,,,2080901380000-0.0-0.006
2080901380000,0.006,0.26,7.0,,,,2080901380000-0.006-0.26
2080901390000,0.0,0.1,7.0,,,,2080901390000-0.0-0.1
2080901400000,0.0,0.08,7.0,,,,2080901400000-0.0-0.08
2080901410000,0.0,0.02,7.0,,,,2080901410000-0.0-0.02
2080901410000,0.02,0.05,7.0,,,,2080901410000-0.02-0.05
2080901430000,0.0,0.14,7.0,,,,2080901430000-0.0-0.14
2080901440000,0.0,0.07,7.0,,,,2080901440000-0.0-0.07
2080901450000,0.0,0.1,7.0,,,,2080901450000-0.0-0.1
2080901460000,0.0,0.12,7.0,,,,2080901460000-0.0-0.12
2080901460000,0.12,0.26,7.0,,,,2080901460000-0.12-0.26
2080901470000,0.0,0.04,7.0,,,,2080901470000-0.0-0.04
2080901480000,0.0,0.06,7.0,,,,2080901480000-0.0-0.06
2080901490000,0.0,0.23,7.0,,,,2080901490000-0.0-0.23
2080901500000,0.0,0.05,7.0,,,,2080901500000-0.0-0.05
2080901500000,0.05,0.06,7.0,,,,2080901500000-0.05-0.06
2080901510000,0.0,0.13,7.0,,,,2080901510000-0.0-0.13
2080901520000,0.0,0.03,7.0,,,,2080901520000-0.0-0.03
2080901530000,0.0,0.44,7.0,,,,2080901530000-0.0-0.44
2080901540000,0.0,0.17,7.0,,,,2080901540000-0.0-0.17
2080901550000,0.0,0.24,7.0,,,,2080901550000-0.0-0.24
2080901560000,0.0,0.13,7.0,,,,2080901560000-0.0-0.13
2080901570000,0.0,0.05,7.0,,,,2080901570000-0.0-0.05
2080901580000,0.0,0.46,7.0,,,,2080901580000-0.0-0.46
2080901590000,0.0,0.73,7.0,,,,2080901590000-0.0-0.73
2080901600000,0.0,0.32,7.0,,,,2080901600000-0.0-0.32
2080901610000,0.0,0.15,7.0,,,,2080901610000-0.0-0.15
2080901620000,0.0,0.15,7.0,,,,2080901620000-0.0-0.15
2080901630000,0.0,0.09,7.0,,,,2080901630000-0.0-0.09
2080901640000,0.0,0.37,7.0,,,,2080901640000-0.0-0.37
2080901650000,0.0,0.85,7.0,,,,2080901650000-0.0-0.85
2080901660000,0.0,0.22,7.0,,,,2080901660000-0.0-0.22
2080901670000,0.0,0.45,7.0,,,,2080901670000-0.0-0.45
2080901680000,0.0,0.434,7.0,,,,2080901680000-0.0-0.434
2080901700000,0.0,0.43,7.0,,,,2080901700000-0.0-0.43
2080901710000,0.0,0.13,7.0,,,,2080901710000-0.0-0.13
2080901720000,0.0,0.29,7.0,,,,2080901720000-0.0-0.29
2080901730000,0.0,0.004,7.0,,,,2080901730000-0.0-0.004
2080901730000,0.004,0.11,7.0,,,,2080901730000-0.004-0.11
2080901740000,0.0,0.3,7.0,,,,2080901740000-0.0-0.3
2080901750000,0.0,0.09,7.0,,,,2080901750000-0.0-0.09
2080901760000,0.0,0.2,7.0,,,,2080901760000-0.0-0.2
2080901770000,0.0,0.11,7.0,,,,2080901770000-0.0-0.11
2080901780000,0.0,0.1,7.0,,,,2080901780000-0.0-0.1
2080901810000,0.0,0.56,7.0,,,,2080901810000-0.0-0.56
2080901820000,0.0,0.1,7.0,,,,2080901820000-0.0-0.1
2080901830000,0.0,0.19,7.0,,,,2080901830000-0.0-0.19
2080901840000,0.0,0.07,7.0,,,,2080901840000-0.0-0.07
2080901850000,0.0,0.36,7.0,,,,2080901850000-0.0-0.36
2080901860000,0.0,0.6,7.0,,,,2080901860000-0.0-0.6
2080901870000,0.0,0.91,7.0,,,,2080901870000-0.0-0.91
2080901880000,0.0,0.05,7.0,,,,2080901880000-0.0-0.05
2080901880000,0.05,0.52,7.0,,,,2080901880000-0.05-0.52
2080901890000,0.0,0.16,7.0,,,,2080901890000-0.0-0.16
2080901900000,0.0,0.25,7.0,,,,2080901900000-0.0-0.25
2080901910000,0.0,0.1,7.0,,,,2080901910000-0.0-0.1
2080901920000,0.0,0.29,7.0,,,,2080901920000-0.0-0.29
2080901930000,0.0,0.55,7.0,,,,2080901930000-0.0-0.55
2080901940000,0.0,0.07,7.0,,,,2080901940000-0.0-0.07
2080901950000,0.0,0.15,7.0,,,,2080901950000-0.0-0.15
2080901960000,0.0,0.14,7.0,,,,2080901960000-0.0-0.14
2080901970000,0.0,0.03,7.0,,,,2080901970000-0.0-0.03
2080901980000,0.0,0.14,7.0,,,,2080901980000-0.0-0.14
2080901990000,0.0,0.06,7.0,,,,2080901990000-0.0-0.06
2080902000000,0.0,0.21,7.0,,,,2080902000000-0.0-0.21
2080902010000,0.0,0.31,7.0,,,,2080902010000-0.0-0.31
2080902020000,0.0,0.2,7.0,,,,2080902020000-0.0-0.2
2080902030000,0.0,0.26,7.0,,,,2080902030000-0.0-0.26
2080902040000,0.0,0.03,7.0,,,,2080902040000-0.0-0.03
2080902050000,0.0,0.16,7.0,,,,2080902050000-0.0-0.16
2080902060000,0.0,0.11,7.0,,,,2080902060000-0.0-0.11
2080902070000,0.0,0.2,7.0,,,,2080902070000-0.0-0.2
2080902090000,0.0,0.007,7.0,,,,2080902090000-0.0-0.007
2080902090000,0.007,0.5,7.0,,,,2080902090000-0.007-0.5
