RouteID,BMP,EMP,29_HPMS_SAMPLE_NO,29_HPMS_SAMPLE_NO_april11
2840011000000,0.08,0.58,280110000008,280110000008
0540014000000,2.43,3.45,050140000243,050140000243
5040060070000,0.24,0.87,500600700024,500600700024
5040060070000,0.87,1.44,500600700087,500600700087
54200500000EB,0,0.61,54200500000,54200500000
54200500000EB,2.53,3.15,54200500253,54200500253
54200500000EB,8.94,10.02,540500000894,540500000894
0630010000000,15.69,15.798,060100001569,060100001569
0630010000000,15.798,15.82,060100001569,
0630010000000,15.82,16.27,060100001582,060100001582
0630010000000,17.21,17.37,060100001721,060100001721
0630010000000,17.46,18.41,060100001746,060100001746
1771765001900,0,0.22,17017650M00,17017650M00
20100640000EB,45.39,47.44,200640004539,200640004539
20100640000EB,47.44,48.4,200640004744,200640004744
20100640000EB,48.4,49.75,200640004840,200640004840
20100640000EB,49.75,50.11,200640004975,200640004975
20100640000EB,50.11,51.56,200640005011,200640005011
20100640000EB,51.56,52.38,200640005156,200640005156
20100640000EB,52.38,52.73,200640005238,200640005238
20100640000EB,52.73,53.75,200640005273,200640005273
20100640000EB,53.75,54.37,200640005375,200640005375
20100640000EB,54.37,54.8,200640005437,200640005437
20100640000EB,54.8,55.21,200640005480,200640005480
20100640000EB,55.21,56.33,200640005521,200640005521
20100640000EB,56.33,57.02,200640005633,200640005633
20100640000EB,57.02,57.48,200640005702,200640005702
20100640000EB,57.48,57.92,200640005748,200640005748
20100640000EB,57.92,58.3,200640005792,200640005792
2540031010000,1.72,2.03,250310100172,250310100172
4630310000000,0,0.2,463100000000,463100000000
3740001000000,3.02,4.05,370010000302,370010000302
5430892000000,2.81,4.73,540892000281,540892000281
5430892000000,7.02,8.55,540892000702,540892000702
5430892000000,8.55,9.9,548920000855,548920000855
06200600001EB,0,0.39,06060A000000,06060A000000
3140061010000,0,0.37,310610100000,310610100000
3140061010000,0.41,0.52,310610100041,310610100041
1577261001900,0,0.73,150726100000,150726100000
2540073000000,2.45,3.55,250730000245,250730000245
4040025020000,0.28,0.38,400250200028,400250200028
4040025020000,0.38,0.52,400250200038,400250200038
1140009000000,0,3.41,110090000000,110090000000
27200350000NB,9.534,10.26,270350009644,270350009644
27200350000NB,11.422,11.76,270350011532,270350011532
27200350000NB,16.293,16.47,270350016410,270350016410
27200350000NB,16.507,17.102,270350001664,270350001664
27200350000NB,17.226,17.39,270350017413,270350017413
27200350000NB,17.632,17.753,270350001785,270350001785
27200350000NB,17.753,18.071,270350001798,270350001798
27200350000NB,18.097,18.46,270350001835,270350001835
35202500009NB,0,0.68,35250NB00000,35250NB00000
2040060640000,0,0.35,200606400000,200606400000
2530310000000,7.16,7.808,253100007160,253100007160
2530310000000,8.35,8.45,253100000835,253100000835
2530310000000,9.67,10.1,253100000967,253100000967
2330010000000,10.58,10.76,230001001058,230001001058
2330010000000,12.79,12.95,230100001279,230100001279
2330010000000,26.308,27.71,230100002714,230100002714
46202500000NB,6.95,7.082,460250000695,460250000695
46202500000NB,16.38,16.52,462500001638,462500001638
31200190000NB,8.29,8.806,310190000829,310190000829
31200190000NB,8.99,9.16,310190000899,310190000899
31200190000NB,9.54,9.94,310190000954,310190000954
31200190000NB,10.59,11.08,310190001059,310190001059
31200190000NB,11.51,12.33,310190001151,310190001151
31200190000NB,13.74,14.19,310190001374,310190001374
31200190000NB,14.25,14.35,310190001425,310190001425
31200190000NB,14.44,14.8,310190001444,310190001444
31200190000NB,14.8,14.98,310190001480,310190001480
31200190000NB,15.62,16.49,310190001562,310190001562
31200190000NB,16.49,17.021,310190001649,310190001649
3578280001900,0,0.4,350828000000,350828000000
2040060020000,2.13,3,200600200213,200600200213
41100640007WB,0,0.45,41064W000000,41064W000000
1771758001900,0,0.47,170175800000,170175800000
1771758001900,0.47,0.69,170175800047,170175800047
2430083000000,0,6.42,240830000000,240830000000
2430083000000,6.42,7.46,240830000642,240830000642
2430083000000,7.94,8.06,240830000794,240830000794
2430083000000,14.092,17.6,240830014092,240830014092
2430083000000,17.6,18.01,240830001760,240830001760
2640034000000,1.15,1.61,260340000115,260340000115
2640034000000,4.38,5.18,260340004380,260340004380
2640034000000,5.18,5.23,260340005180,260340005180
3130100000000,0,0.97,311000000000,311000000000
3130100000000,0.97,1.34,311000000097,311000000097
3130100000000,1.34,1.64,311000000134,311000000134
3130100000000,2.54,2.9,311000000254,311000000254
3130100000000,2.9,3.08,311000000290,311000000290
4530003000000,9.56,10.91,450030000956,450030000956
3140055000000,0,0.45,310550000000,310550000000
3040065050000,5.74,7.12,300650500574,300650500574
3540091010000,0,0.2,350910100000,350910100000
12200480000EB,0,5.82,120480000000,120480000000
2040027000000,5.07,7.24,200270000507,200270000507
0640031060000,0,0.38,060310600000,060310600000
0640031060000,0.38,0.41,060310600038,060310600038
0640031060000,0.41,0.48,060310600041,060310600041
1030006000000,0,0.12,100060000000,100060000000
1030006000000,0.12,0.33,100060000120,100060000120
23200520000EB,0,0.43,230520000000,230520000000
1940340180000,0.64,1.24,193401800064,193401800064
0540018000000,0,0.55,050180000000,050180000000
3540018020000,0,0.23,350180200000,350180200000
5040009000000,0.65,1.92,500090000650,500090000650
5040009000000,1.92,3.59,500090000192,500090000192
20201190023NB,0,0.51,200119C00000,200119C00000
20201190023NB,0.7,1.17,201190000070,201190000070
2040028000000,4.95,5.91,200280000495,200280000495
2040028000000,5.91,7.37,200280000591,200280000591
3140857010000,0,0.19,318570100000,318570100000
4330016000000,1.45,3.62,430160000145,430160000145
4330016000000,19.02,21.98,430160001902,430160001902
3140857000000,0.5,1.41,318570000050,318570000050
3140857000000,5.11,5.59,318570000511,318570000511
3140857000000,10.85,11.35,318570001085,318570001085
50200520000EB,5.8,6.51,500520000580,500520000580
50200520000EB,29.12,31.4,500520002912,500520002912
13202190005SB,0,0.33,13219S000000,13219S000000
13202190005SB,0.33,1.64,13219S000033,13219S000033
0274268001900,0,0.48,020426800000,020426800000
4674200001900,0,1.05,460420000000,460420000000
17200190000NB,18.61,20.62,170190018610,170190018610
2040073000000,0,1.18,200730000000,200730000000
3030065000000,10.03,11.05,300650001003,300650001003
3540004000000,0.19,0.37,350040000019,350040000019
3540004000000,1.92,2.19,350040000192,350040000192
39202190000NB,0,0.8,392190000000,392190000000
39202190000NB,0.8,3.01,392190000080,392190000080
39202190000NB,3.01,3.31,392190000301,392190000301
39202190000NB,3.31,4.76,392190000331,392190000331
0673281001900,0.19,0.48,060328100019,060328100019
0673281001900,0.6,0.96,060328100060,060328100060
26202500000NB,0,3.56,262500000000,262500000000
26202500000NB,3.56,4.01,262500000356,262500000356
26202500000NB,4.01,4.62,262500000401,262500000401
26202500000NB,4.65,7.1,262500000465,262500000465
26202500000NB,7.1,8.07,262500000710,262500000710
26202500000NB,8.07,9.79,262500000807,262500000807
26202500000NB,9.79,10.67,262500000979,262500000979
26202500000NB,11.65,12.35,262500001165,262500001165
26202500000NB,12.47,13.37,262500001247,262500001247
26202500000NB,13.4,15.31,262500001340,262500001340
26202500000NB,23.89,24.64,262500002389,262500002389
26202500000NB,28.49,29.07,262500002849,262500002849
26202500000NB,29.07,29.71,262500002907,262500002907
26202500000NB,29.71,30.09,262500002971,262500002971
26202500000NB,30.09,30.92,262500003009,262500003009
26202500000NB,31.63,31.73,262500003163,262500003163
26202500000NB,36.47,36.69,260250003647,260250003647
26202500000NB,38.92,39.2,262500003892,262500003892
4240009000000,0,0.18,420090000000,420090000000
4240009000000,0.18,0.32,420090000020,420090000020
1540011020000,0,0.57,150110200000,150110200000
1540011020000,0.57,2.75,150110200570,150110200570
1540011020000,2.75,2.78,150011020275,150011020275
1540016000000,1.05,1.126,150160001050,150160001050
1771771001900,0.43,0.62,170177100430,170177100430
18200330000EB,0.19,0.62,180330000000,180330000000
18200330000EB,0.86,1.08,180330000086,180330000086
18200330000EB,3.32,3.46,180330000332,180330000332
18200330000EB,11.09,11.48,180330001109,180330001109
18200330000EB,21.43,24.76,180330002143,180330002143
1640007000000,5.61,6,160070000553,160070000553
1640007000000,19.2,20.5,160070000192,160070000192
4640009000000,0.82,1.16,460090000082,460090000082
4640009000000,1.16,1.59,460090000116,460090000116
2870507001900,0,0.66,280050700000,280050700000
2870507001900,0.66,1.54,280050700066,280050700066
0540507020000,0,1.22,055070200000,055070200000
3140081000000,7.25,8.03,310810000725,310810000725
34200190000NB,1.38,3.4,340190000138,340190000138
34200190000NB,11.03,11.47,340190001103,340190001103
34200190000NB,31.65,31.85,340190003165,340190003165
2840025000000,0,0.57,280250000000,280250000000
2840025000000,0.57,1.53,280250000057,280250000057
3030080000000,4.6,5.6,300800000460,300800000460
3030080000000,7.05,9.46,300800000705,300800000705
39100680000EB,14.66,18.12,390680001466,390680001466
39100680000EB,18.12,23.34,390680001812,390680001812
39100680000EB,26.75,28.64,390680002675,390680002675
39100680000EB,28.64,29.23,390680002864,390680002864
39100680000EB,29.23,31.24,390680002923,390680002923
39100680000EB,31.24,31.42,390680003124,390680003124
39100680000EB,31.42,32.06,390680003142,390680003142
3174784001900,0,0.41,310478400000,310478400000
3174784001900,0.41,0.58,310478400041,310478400041
23201190000NB,0,0.85,231190000000,231190000000
23201190000NB,1.44,2.2,231190000144,231190000144
23201190000NB,2.2,2.54,231190000220,231190000220
23201190000NB,2.54,2.67,231190000254,231190000254
23201190000NB,2.67,3.59,231190000267,231190000267
23201190000NB,3.59,5.27,231190000359,231190000359
23201190000NB,11.87,12.283,231190001187,231190001187
3140060000000,0,0.85,310600000000,310600000000
3140060000000,0.85,1.75,310600000085,310600000085
1930115000000,0,0.22,191150000000,191150000000
1930115000000,0.64,1.15,191150000064,191150000064
1930115000000,1.59,4.09,191150000159,191150000159
5440030000000,0,0.98,540300000000,540300000000
2040012010000,0,0.6,200120100000,200120100000
25202500000NB,2.87,3,252500000287,252500000287
25202500000NB,3.785,4.16,252500003420,252500003420
4130307000000,4.55,5.59,413070000455,413070000455
4130307000000,7.42,8.45,413070000742,413070000742
0640035000000,7.83,8.63,060350000783,060350000783
1030016000000,1.75,2.38,100160000175,100160000175
1030016000000,14.616,14.746,100160001484,100160001484
1030016000000,15.526,16.666,100160001575,100160001575
1030016000000,23.176,23.516,100160002340,100160002340
3174771001900,0.3,0.65,310477100030,310477100030
54300140005SB,0,0.16,54014S000000,54014S000000
54300140005SB,0.16,0.32,54300140005,54300140005
5040012000000,3.176,4.65,500120003176,500120003176
4730093000000,0,0.15,470930000000,470930000000
4730093000000,0.15,0.91,470930000015,470930000015
4730093000000,2.34,7.42,470930000234,470930000234
0540001000000,0,0.12,050010000000,050010000000
0540001000000,0.12,0.5,050010000012,050010000012
0540001000000,1.07,1.34,050010000107,050010000107
0540001000000,3.26,4.01,050010000326,050010000326
0540001000000,4.01,4.8,050010000401,050010000401
1740019570000,0,0.49,170195700000,170195700000
4730032000000,0,3.26,470320000000,470320000000
4730032000000,3.26,4.88,470320000326,470320000326
4730032000000,14.79,16.09,470320001479,470320001479
4730032000000,16.09,16.45,470320001609,470320001609
1740020750000,0.46,0.93,170207500046,170207500046
1740020750000,1.26,1.48,170207500126,170207500126
0274259001900,0,0.17,020425900000,020425900000
0274259001900,0.17,0.61,022590000017,022590000017
1040009010000,0,1.93,100090100000,100090100000
2840007050000,0,0.324,280007050000,280007050000
2840007050000,0.343,1.11,280007050343,280007050343
2840007050000,1.11,1.83,280070500111,280070500111
2840007050000,1.836,2.1,280070501836,280070501836
0640031000000,0.16,0.5,060310000016,060310000016
4830002000000,0,2.27,480020000000,480020000000
4830002000000,2.27,2.84,480020000227,480020000227
4830002000000,2.84,4.64,480020000284,480020000284
4830002000000,4.9,6.65,480020000490,480020000490
4830002000000,9.93,10.25,480020000993,480020000993
4830002000000,10.25,12.02,480020001025,480020001025
4830002000000,12.02,13.02,480020001202,480020001202
2840016000000,1.7,2.5,280160000170,280160000170
2840016000000,2.5,2.614,280160002500,280160002500
3540088020000,0,0.57,350880200000,350880200000
2840014000000,0,0.63,280140000000,280140000000
2630002000000,10.22,11.92,260020001022,260020001022
2630002000000,13.46,13.89,260020001346,260020001346
2630002000000,17.94,18.08,260020001794,260020001794
2630002000000,18.24,18.76,260020001824,260020001824
2630002000000,19.53,19.8,260020001953,260020001953
1740050760000,0,0.31,170507600000,170507600000
1740050760000,0.31,1.34,170507600031,170507600031
3540039000000,0.01,0.42,350390000001,350390000001
3540039000000,0.42,1.56,350390000042,350390000042
3540039000000,1.56,2.05,350390000156,350390000156
28200520018EB,0,0.02,28052O000000,28052O000000
5230020000000,19.48,20.04,520200001948,520200001948
3430041000000,0.03,2.59,340410000003,340410000003
4140048000000,0,1.9,410480000000,410480000000
0940011000000,11.45,12.55,090110001145,090110001145
2630002000300,0,0.43,260020000000,260020000000
5530097000000,21.56,22.26,550970002156,550970002156
5530097000000,22.83,23.2,550970002283,550970002283
5530097000000,28.09,32.88,550970002809,550970002809
41100640017WB,0,0.47,41064R000000,41064R000000
41100640017WB,0.47,0.594,410064R00047,410064R00047
41100640017WB,0.594,0.82,41064R000059,41064R000059
2071062001900,0,1.38,200106200000,200106200000
20200600007WB,7.93,8.1,20060W007930,20060W007930
3540021000000,0,0.65,350210000000,350210000000
3540021000000,0.65,0.73,350210000065,350210000065
2040023000000,2.48,2.67,200230000248,200230000248
2040023000000,2.67,3.6,200230002670,200230002670
3140059020000,0,0.44,310590200000,310590200000
2830104000000,1.65,2.65,281040000165,281040000165
1540208000000,3.21,3.55,152080000321,152080000321
3140049000000,0.66,1.25,310490000066,310490000066
1730098000000,0.42,1.96,170980000042,170980000042
3540024000000,0,0.4,350240000000,350240000000
4140009090000,0,1.81,410090900000,410090900000
3540005000000,0,1.47,350050000000,350050000000
1230028000000,3.35,4.76,120280000335,120280000335
1230028000000,8.23,12.58,120280000823,120280000823
1230028000000,12.58,12.95,120280001258,120280001258
1230028000000,13.03,13.38,120280001303,120280001303
1771754001900,0.18,0.47,170175400018,170175400018
1771754001900,0.47,0.57,170175400047,170175400047
0577278001900,0,0.16,050727800000,050727800000
4140006020000,1.57,1.69,410060201570,410060201570
42202500000NB,9.71,12.45,422500000971,422500000971
5275501001900,0.07,0.22,520550100007,520550100007
5275501001900,0.93,1.07,520550100093,520550100093
1830002000000,0,2.72,180020000000,180020000000
1830002000000,2.76,3.88,180020000276,180020000276
1830002000000,10.86,11,180020001086,180020001086
1830002000000,11.14,11.28,180020001114,180020001114
2040006060000,0,0.47,200060600000,200060600000
2040006060000,0.8,1.16,200060600080,200060600080
2040006060000,1.16,2.24,200060600116,200060600116
2040006060000,2.24,3.11,200060600224,200060600224
2040006060000,3.7,5.75,200060600370,200060600370
4970755001900,0.1,0.64,490075500010,490075500010
4970755001900,0.64,1.05,490075500064,490075500064
0540002010000,0,0.13,050020100000,050020100000
0540002010000,0.13,1.03,050020100013,050020100013
1740050160000,0.12,0.54,170501600012,170501600012
4140003180000,2.77,3.51,410031802770,410031802770
01201190000NB,6.95,9.29,011190000695,011190000695
01201190000NB,10.66,11.5,011190001066,011190001066
52300070006EB,0,0.1,52007E000000,52007E000000
52300070006EB,0.1,0.27,52007E000010,52007E000010
4140025000000,3.7,5.9,410250003700,410250003700
31100680004NB,0,0.84,31068N000000,31068N000000
0530002000000,3.33,3.88,050020003330,050020003330
0530002000000,3.88,6.35,050020000388,050020000388
0530002000000,6.8,7.06,050020000680,050020000680
0530002000000,7.06,7.47,050020000706,050020000706
0530002000000,7.59,8.67,050020000759,050020000759
0530002000000,10.14,10.72,050020001014,050020001014
0530002000000,12.63,13.08,050020001263,050020001263
0530002000000,14.5,14.83,050002000145,050002000145
0530002000000,14.83,15.05,050020001483,050020001483
0530002000000,15.05,15.08,050020001505,050020001505
0530002000000,15.08,15.4,050020001508,050020001508
0530002000000,15.75,16.16,050020001575,050020001575
2930046000000,15.38,16.59,290460001538,290460001538
2930046000000,19.82,19.94,290460001982,290460001982
28204600000EB,0.029,1.06,284600000029,284600000029
28204600000EB,1.33,2.9,284600000133,284600000133
28204600000EB,2.9,3.09,284600000290,284600000290
28204600000EB,4.29,5.38,284600000429,284600000429
28204600000EB,13.48,14.72,284600001348,284600001348
28204600000EB,14.72,15.15,284600001472,284600001472
3140019220000,0.12,0.68,310019220012,310019220012
3140019220000,0.68,1.07,310192200068,310192200068
0330099000000,0,1.84,030990000000,030990000000
5040060030000,1.37,1.47,500600300137,500600300137
0673292001900,0,0.69,060329200000,060329200000
0240034030000,0,1.01,020340300000,020340300000
0640060760000,0,0.16,060607600000,060607600000
49200330000EB,0,0.64,490330000000,490330000000
49200330000EB,1.22,2.51,490330000122,490330000122
49200330000EB,2.51,4,490330000251,490330000251
49200330000EB,4,4.35,490330000400,490330000400
49200330000EB,5.37,7.192,490330000537,490330000537
49200330000EB,8.31,10.87,490330000831,490330000831
17100790000NB,106.42,107.57,170790010642,170790010642
17100790000NB,107.57,107.94,170790010757,170790010757
17100790000NB,107.94,109.77,170790010794,170790010794
17100790000NB,109.77,110.29,170790010977,170790010977
17100790000NB,110.29,111.13,170790011029,170790011029
17100790000NB,111.13,111.91,170790011113,170790011113
17100790000NB,111.91,114.132,170790011191,170790011191
17100790000NB,114.9,115.33,170790011490,170790011490
17100790000NB,115.33,117.17,170790011533,170790011533
17100790000NB,117.17,117.74,170790011717,170790011717
17100790000NB,117.74,119.53,170790011774,170790011774
17100790000NB,119.53,120.72,170790011953,170790011953
17100790000NB,120.72,122.43,170790012072,170790012072
17100790000NB,122.43,122.9,170790012243,170790012243
17100790000NB,122.9,123.988,170790012290,170790012290
17100790000NB,123.988,125.38,170079123988,170079123988
17100790000NB,125.38,125.8,170790012538,170790012538
17100790000NB,125.8,129.217,170790012580,170790012580
2572529001900,0,0.15,250252900000,250252900000
41100640000EB,118.92,120.1,410640011892,410640011892
41100640000EB,120.69,122.62,410640012069,410640012069
41100640000EB,122.71,123.18,410640012271,410640012271
41100640000EB,123.63,124.47,410640012363,410640012363
41100640000EB,126.65,127.58,410640012665,410640012665
41100640000EB,128.91,129.49,410064012891,410064012891
41100640000EB,129.49,132,410064012949,410064012949
41100640000EB,132,132.53,410640013200,410640013200
41100640000EB,132.84,137.48,410640013284,410640013284
41100640000EB,137.48,138.01,410640013748,410640013748
41200190014NB,0,2.7,41019BP00000,41019BP00000
2140013000000,0,0.4,210130000000,210130000000
0630193000000,0.46,3.55,061930000046,061930000046
4272252001900,0,0.39,420225200000,420225200000
4240219220000,0,0.16,422192200000,422192200000
5073253001900,0,0.13,500325300000,500325300000
5073253001900,0.13,0.26,500325300130,500325300130
0240009130000,0.4,1.92,020091300040,020091300040
0640021000000,0.537,0.9,060021000537,060021000537
0640021000000,0.9,1.51,060210000090,060210000090
0640021000000,1.51,2.939,060210000151,060210000151
0640021000000,2.947,2.98,060210002947,060210002947
17200500000EB,0,1.53,170500000000,170500000000
17200500000EB,1.53,3.37,170500000153,170500000153
17200500000EB,3.42,3.8,170500000342,170500000342
17200500000EB,6.11,7.16,170500000611,170500000611
17200500000EB,11.38,12.29,170500001138,170500001138
17200500000EB,12.29,12.88,170500001229,170500001229
17200500000EB,13.25,13.78,170500001325,170500001325
17200500000EB,13.78,14.03,170500013780,170500013780
17200500000EB,14.03,14.25,170500014030,170500014030
17200500000EB,14.324,14.64,170500014324,170500014324
17200500000EB,14.96,15.31,170500001496,170500001496
17200500000EB,15.465,15.57,170500015465,170500015465
17200500000EB,15.68,16.24,170500001568,170500001568
17200500000EB,16.27,17.79,170500001627,170500001627
17200500000EB,17.79,18,170500001779,170500001779
17200500000EB,18,18.32,170500000018,170500000018
17200500000EB,18.32,18.45,170500001832,170500001832
17200500000EB,18.45,18.52,170500001845,170500001845
17200500000EB,18.52,18.8,170500001852,170500001852
17200500000EB,18.85,19.21,170500001885,170500001885
54300680005SB,1.69,1.92,54068S000169,54068S000169
1577270001900,0,0.5,150727000000,150727000000
2340110580000,0.51,1.04,231105800044,231105800044
3174810001900,0,0.76,310481000000,310481000000
0530027000100,0.4,0.96,05027A000040,05027A000040
0530027000100,0.96,3.35,05027A000096,05027A000096
2540250180000,0.08,0.85,252501800008,252501800008
2040060750000,0,0.09,200607500000,200607500000
4140008010000,1.02,1.6,410080100102,410080100102
4930020000000,22.87,23.54,490200002287,490200002287
42202190000NB,0,3.24,422190000000,422190000000
42202190000NB,8.55,8.74,422190000855,422190000855
42202190000NB,8.74,9.68,422190000874,422190000874
42202190000NB,12.59,15.89,422190001259,422190001259
42202190000NB,15.89,17.4,422190001589,422190001589
42202190000NB,17.4,19.15,422190001740,422190001740
42202190000NB,19.15,21.44,422190001915,422190001915
42202190000NB,21.48,21.67,422190002148,422190002148
42202190000NB,27.85,30.16,422190002785,422190002785
42202190000NB,36.33,37.87,422190003633,422190003633
42202190000NB,42.36,42.373,422190004236,422190004236
5440004100000,0,0.4,540041000000,540041000000
3140055070000,0,0.26,310550700000,310550700000
2840027000000,0,1.57,280270000000,280270000000
2840027000000,2.12,2.59,280270000212,280270000212
0274266001900,0,0.44,020426600000,020426600000
2330017000000,1.394,2.174,230170000032,230170000032
41100770004NB,0,0.43,41077N000000,41077N000000
2540073730000,2.11,2.33,250737300211,250737300211
2540073730000,2.62,2.673,250737300262,250737300262
2540073730000,2.673,3.34,250737302673,250737302673
3430039000000,24.6,24.96,340390024600,340390024600
3140057000000,1.21,1.33,310570000121,310570000121
20200600000EB,2.44,2.86,200600000244,200600000244
20200600000EB,6.2,6.92,200600000620,200600000620
20200600000EB,9.19,10.9,200600000919,200600000919
20200600000EB,14.84,16,200600001484,200600001484
20200600000EB,16.07,16.48,200600001607,200600001607
20200600000EB,18.64,20.08,200600001864,200600001864
20200600000EB,23.08,23.52,200600002308,200600002308
20200600000EB,28.43,29.18,200600002843,200600002843
0140011000000,3.05,3.78,010110000307,010110000307
2774502001900,0,0.17,270450200000,270450200000
5230007000000,0.2,0.36,520070000020,520070000020
5230007000000,2,2.55,520070000200,520070000200
5230007000000,35.64,36.52,520070003564,520070003564
06100640000EB,5.87,6.47,060640000587,060640000587
06100640000EB,6.47,6.74,060640000647,060640000647
06100640000EB,6.74,7.26,060640000674,060640000674
06100640000EB,7.26,7.72,060640000726,060640000726
06100640000EB,7.72,8.19,060640000772,060640000772
06100640000EB,8.19,9.22,060640000819,060640000819
06100640000EB,9.22,9.52,060640000922,060640000922
06100640000EB,11.02,11.37,060640001102,060640001102
06100640000EB,11.37,14.53,060640001137,060640001137
06100640000EB,14.57,17.68,060640001457,060640001457
06100640000EB,17.68,18.08,060640001768,060640001768
06100640000EB,18.08,18.49,060640001808,060640001808
06100640000EB,18.49,19.32,060640001849,060640001849
06100640000EB,19.32,19.71,060640001932,060640001932
06100640000EB,19.71,20.19,060640001971,060640001971
06100640000EB,20.19,21.04,060640002019,060640002019
06100640000EB,21.04,21.16,060640002104,060640002104
06100640000EB,21.16,21.75,060640002116,060640002116
06100640000EB,21.75,22.39,060640002175,060640002175
06100640000EB,22.39,27.11,060640002239,060640002239
06100640000EB,27.11,27.55,060640002711,060640002711
06100640000EB,27.55,28.67,060640002755,060640002755
06100640000EB,28.67,29.44,060640002867,060640002867
06100640000EB,29.44,31.77,060640002944,060640002944
4530020000000,24.37,24.94,450200002437,450200002437
4530020000000,24.94,25.32,450200002494,450200002494
4530020000000,25.32,32.14,450200002532,450200002532
21200190000NB,22.37,22.58,210190022370,210190022370
21200190000NB,22.72,23.48,210190002272,210190002272
2040046000000,0,0.41,200460000000,200460000000
1340060140000,6.25,6.39,130601400625,130601400625
5530016000000,1.73,3.33,550160000173,550160000173
5530016000000,6.42,8.95,550160000642,550160000642
5530016000000,10.99,11.4,550160001099,550160001099
1740025000000,12.11,12.26,170250001211,170250001211
1740025000000,12.26,12.62,170250001226,170250001226
3140007210000,0,1.11,310072100000,310072100000
2640088120000,0.37,0.52,260881200037,260881200037
2040025250000,0,0.15,200252500000,200252500000
2040025250000,0.15,2.17,200252500015,200252500015
1230042000000,16.97,21.26,120420001697,120420001697
1230042000000,21.78,22.74,120420002178,120420002178
2930028000000,7.69,9.22,290280000769,290280000769
2930028000000,11.868,11.93,290028011868,290028011868
2930028000000,11.93,12.86,290280001193,290280001193
2930028000000,12.86,13.545,290280001286,290280001286
2071026001900,0,0.33,200102600000,200102600000
2870504001900,0,0.47,280050400000,280050400000
2870504001900,0.47,0.71,280050400047,280050400047
3174817001900,0,0.24,310481700000,310481700000
4940005090000,0,0.28,490050900000,490050900000
1840021000000,0,0.36,180210000000,180210000000
1840021000000,19.64,20.96,180210001964,180210001964
1840021000000,28.32,29.88,180210002832,180210002832
28100770000NB,0.69,2.56,280770000069,280770000069
28100770000NB,2.56,5.12,280770000256,280770000256
28100770000NB,5.12,8.189,280770000512,280770000512
28100770000NB,8.189,8.98,280077008189,280077008189
2040049000000,0.68,1.17,200490000068,200490000068
0140030000000,6.14,6.83,010300000614,010300000614
5440034000000,0,0.76,540340000000,540340000000
5440034000000,1.45,1.76,540340001450,540340001450
1577264001900,0,0.35,150726400000,150726400000
3140069060000,0,0.32,310690600000,310690600000
3140069060000,0.32,0.38,310690600032,310690600032
4130041000000,0,0.71,410410000000,410410000000
4130041000000,1.85,1.99,410410000185,410410000185
4130041000000,1.99,2.19,410410000199,410410000199
1040061100000,0.08,0.45,100611000008,100611000008
2330080000000,0.86,1.57,230800000086,230800000086
3530002000000,1.9,2.13,350020000190,350020000190
3530002000000,2.36,2.84,350020000236,350020000236
3530002000000,5.81,7.04,350020000581,350020000581
3530002000000,7.35,7.57,350020000735,350020000735
3530002000000,7.57,8.08,350020000757,350020000757
3530002000000,8.22,8.5,350020000822,350020000822
0340005000000,5.42,6.96,030050000542,030050000542
0340005000000,15.1,17.57,030050001510,030050001510
4140009000000,5.28,5.54,410090000528,410090000528
0230009000000,0.35,2.2,020090000035,020090000035
0230009000000,4.81,6.17,020090000481,020090000481
0230009000000,6.17,6.27,020090000617,020090000617
0230009000000,6.381,6.47,020090006381,020090006381
0230009000000,6.47,7.58,020090000647,020090000647
0230009000000,7.584,9.95,020090007584,020090007584
0230009000000,10.12,10.37,020090001012,020090001012
0230009000000,10.532,10.893,020090001052,020090001052
0230009000000,10.893,11.243,020090001084,020090001084
0230009000000,14,14.2,020090001400,020090001400
0230009000000,14.55,14.9,020090001455,020090001455
0230009000000,15.57,15.79,020090001557,020090001557
0230009000000,15.79,16.09,020090001579,020090001579
0230009000000,17.07,17.48,020090001707,020090001707
0230009000000,18.18,20.16,020090001818,020090001818
4170034001900,0.17,0.38,410003400017,410003400017
20100770000NB,95.34,95.87,200770009534,200770009534
20100770000NB,95.87,96.15,200770009587,200770009587
20100770000NB,97.22,98.17,200770009722,200770009722
20100770000NB,98.28,99.12,200770009828,200770009828
20100770000NB,99.12,100.07,200770009912,200770009912
20100770000NB,100.07,100.28,200770010007,200770010007
20100770000NB,100.28,100.78,200770010028,200770010028
20100770000NB,100.78,101.08,200770010078,200770010078
20100770000NB,101.65,102.16,200770010165,200770010165
20100770000NB,102.16,102.66,200770010216,200770010216
20100770000NB,102.66,103.69,200770010266,200770010266
20100770000NB,103.69,104.81,200770010369,200770010369
20100770000NB,104.81,105.002,200770010481,200770010481
20100770000NB,106.17,107.6,200770010617,200770010617
20100770000NB,107.6,110.13,200770010760,200770010760
20100770000NB,110.13,110.78,200770011013,200770011013
20100770000NB,110.78,111.16,200770011078,200770011078
20100770000NB,111.16,112.52,200770011116,200770011116
20100770000NB,112.52,113.47,200770011252,200770011252
20100770000NB,113.47,114.59,200770011347,200770011347
20100770000NB,114.59,116.05,200770011459,200770011459
20100770000NB,116.05,116.66,200770011605,200770011605
20100770000NB,116.66,117.5,200770011666,200770011666
0640009000000,1.688,1.803,060090001688,060090001688
2040011000000,0.899,0.95,200110000899,200110000899
5475766001900,0,0.46,540576600000,540576600000
5475770001900,0.43,1.04,540577000043,540577000043
