tmc|BeginDate|StateID|Travel_Time_Code|F_System|UrbanID|Facility_Type|NHS|Segment_Length|Directionality|DIR_AADT|LOTTR_AMP|TT_AMP50PCT|TT_AMP80PCT|LOTTR_MIDD|TT_MIDD50PCT|TT_MIDD80PCT|LOTTR_PMP|TT_PMP50PCT|TT_PMP80PCT|LOTTR_WE|TT_WE50PCT|TT_WE80PCT|TTTR_AMP|TTT_AMP50PCT|TTT_AMP95PCT|TTTR_MIDD|TTT_MIDD50PCT|TTT_MIDD95PCT|TTTR_PMP|TTT_PMP50PCT|TTT_PMP95PCT|TTTR_OVN|TTT_OVN50PCT|TTT_OVN95PCT|TTTR_WE|TTT_WE50PCT|TTT_WE95PCT|PHED|OCC_FAC|METRIC_SOURCE|Comments
122P06614|12/31/2021|54|122P06614|3|99999|2|1|0.056|1|1750|1.11|0|0|1.22|0|0|1.11|0|0|1.11|0|0|1.67|0|0|2.0|0|0|1.67|0|0|1.56|0|0|1.56|0|0|0|1.7|1|0
122P06617|12/31/2021|54|122P06617|3|99998|2|1|0.055|1|4672|1.22|0|0|1.22|0|0|1.22|0|0|1.11|0|0|2.0|0|0|2.0|0|0|1.78|0|0|1.67|0|0|1.78|0|0|0|1.7|1|0
122-07357|12/31/2021|54|122-07357|3|99998|2|1|1.325|1|5247|1.33|2|3|1.38|3|4|1.23|2|3|1.22|2|3|2.98|2|7|3.38|3|9|2.67|2|7|1.73|2|4|2.3|2|6|0|1.7|1|0
122-07356|12/31/2021|54|122-07356|3|99999|2|1|3.148|1|3286|1.14|5|6|1.12|5|6|1.09|5|5|1.08|5|5|1.54|5|8|1.72|5|8|1.38|5|7|1.41|5|7|1.43|5|7|0|1.7|1|0
122-07355|12/31/2021|54|122-07355|3|99999|2|1|5.294|1|2126|1.11|8|8|1.14|8|9|1.11|8|9|1.08|8|9|1.39|7|10|1.67|8|13|1.48|8|12|1.37|8|11|1.29|8|10|0|1.7|1|0
122-18492|12/31/2021|54|122-18492|3|67672|2|1|3.226|1|13738|1.23|7|9|1.21|10|12|1.23|10|12|1.29|10|13|1.84|7|13|1.84|8|16|1.83|9|16|2.07|7|14|1.82|9|17|0|1.7|1|0
122-18493|12/31/2021|54|122-18493|3|67672|2|1|1.479|1|6214|1.16|2|3|1.15|2|3|1.1|2|3|1.12|2|3|1.5|2|4|1.5|2|4|1.39|2|3|1.3|2|3|1.54|2|4|0|1.7|1|0
122P17314|12/31/2021|54|122P17314|2|59275|2|1|0.094|1|900|1.1|0|0|1.1|0|0|1.1|0|0|1.1|0|0|1.18|0|0|1.18|0|0|1.3|0|0|1.3|0|0|1.3|0|0|0|1.7|1|0
122P50301|12/31/2021|54|122P50301|3|40753|2|2|0.048|1|700|1.3|0|0|1.27|0|0|1.33|0|0|1.42|0|0|2.17|0|0|2.87|0|0|3.24|0|0|4.0|0|0|2.63|0|0|0|1.7|1|0
122-18491|12/31/2021|54|122-18491|3|67672|2|1|0.678|1|13694|1.23|2|2|1.17|2|2|1.23|2|2|1.21|2|2|1.78|2|3|1.75|2|3|1.91|2|4|2.15|2|3|1.83|2|3|0|1.7|1|0
122P50302|12/31/2021|54|122P50302|3|40753|2|2|0.045|1|2000|1.44|0|0|1.88|0|0|2.68|0|0|1.5|0|0|2.85|0|0|4.75|0|0|4.75|0|0|2.61|0|0|4.25|0|0|0|1.7|1|0
122P50304|12/31/2021|54|122P50304|3|40753|2|1|0.025|1|3200|1.98|0|0|2.78|0|0|3.12|0|0|2.78|0|0|3.33|0|0|4.11|0|0|3.75|0|0|3.75|0|0|3.64|0|0|0|1.7|1|0
122-18494|12/31/2021|54|122-18494|3|67672|2|1|0.43|1|4350|1.18|8|9|1.15|8|9|1.13|8|9|1.12|8|9|1.62|8|13|1.59|8|13|1.47|8|12|1.37|8|11|1.55|8|12|0|1.7|1|0
122P17318|12/31/2021|54|122P17318|1|36190|2|1|2.585|1|0|1.04|0|0|1.04|0|0|1.09|0|0|1.09|0|0|1.21|0|0|1.21|0|0|1.21|0|0|1.25|0|0|1.26|0|0|0|1.7|1|0
122-18498|12/31/2021|54|122-18498|3|40753|2|1|0.807|1|6866|1.28|2|2|1.3|2|2|1.33|2|2|1.3|1|2|1.8|2|3|2.07|2|3|2.46|2|4|2.47|1|4|2.07|1|3|0|1.7|1|0
122-18499|12/31/2021|54|122-18499|3|40753|2|1|0.473|1|3534|1.29|1|2|1.31|1|2|1.32|1|2|1.32|1|1|1.7|1|2|1.75|1|2|2.46|1|4|1.8|1|2|1.93|1|2|0|1.7|1|0
122P17310|12/31/2021|54|122P17310|2|59275|2|1|0.343|1|900|1.14|0|0|1.14|0|0|1.14|0|0|1.15|0|0|1.3|0|0|1.31|0|0|1.31|0|0|1.45|0|0|1.33|0|0|0|1.7|1|0
122-07350|12/31/2021|54|122-07350|3|99999|2|1|3.005|1|1450|1.18|4|5|1.19|4|5|1.2|4|5|1.17|4|5|1.51|4|6|1.56|4|6|1.58|4|7|1.54|4|6|1.5|4|6|0|1.7|1|0
122-07354|12/31/2021|54|122-07354|3|99999|2|1|14.877|1|2040|1.14|25|28|1.18|26|30|1.15|24|28|1.13|23|26|1.61|24|39|1.81|25|46|1.63|24|39|1.43|23|33|1.53|23|36|0|1.7|1|Filled missing data with 1 or 0
122-07353|12/31/2021|54|122-07353|3|99999|2|1|14.893|1|1656|1.16|20|23|1.14|20|23|1.12|19|21|1.14|19|22|1.63|20|32|1.65|20|33|1.48|19|28|1.5|19|28|1.57|19|30|0|1.7|1|0
122P05335|12/31/2021|54|122P05335|1|94726|2|1|0.051|1|20086|1.0|0|0|1.0|0|0|1.0|0|0|1.0|0|0|1.2|0|0|1.2|0|0|1.2|0|0|1.2|0|0|1.2|0|0|0|1.7|1|0
122-07352|12/31/2021|54|122-07352|3|99999|2|1|1.523|1|1656|1.13|2|3|1.14|2|3|1.14|2|3|1.16|2|3|1.56|2|4|1.81|2|4|1.67|2|4|1.44|2|3|1.71|2|4|0|1.7|1|0
122-07351|12/31/2021|54|122-07351|3|15481|2|2|0.124|1|0|1.14|14|16|1.12|14|16|1.12|14|15|1.12|14|16|1.63|14|22|1.65|14|23|1.45|14|20|1.41|14|19|1.36|14|19|0|1.7|1|0
122+07050|12/31/2021|54|122+07050|3|99999|2|1|3.599|1|1992|1.16|6|7|1.11|6|7|1.14|6|7|1.11|6|7|2.29|6|14|1.57|6|9|1.76|6|10|1.35|6|9|1.46|6|9|0|1.7|1|0
122+07051|12/31/2021|54|122+07051|3|99999|2|1|3.708|1|1323|1.13|7|8|1.12|7|8|1.14|7|8|1.12|7|8|1.36|7|9|1.34|7|9|1.34|7|9|1.39|7|10|1.35|7|9|0|1.7|1|0
122+07052|12/31/2021|54|122+07052|3|99999|2|1|0.635|1|1200|1.26|1|2|1.24|1|2|1.21|1|1|1.17|1|1|3.2|1|4|2.22|1|3|3.2|1|4|2.2|1|3|1.9|1|2|0|1.7|1|0
122+07053|12/31/2021|54|122+07053|3|99999|2|1|2.086|1|950|1.0|0|0|1.0|0|0|1.0|0|0|1.0|0|0|1.0|0|0|1.0|0|0|1.0|0|0|1.0|0|0|1.0|0|0|0|1.7|1|Filled missing data with 1 or 0
122-18481|12/31/2021|54|122-18481|3|67672|1|1|0.329|1|15300|1.21|1|1|1.21|1|1|1.27|1|1|1.24|1|1|1.57|1|1|1.67|1|1|1.76|1|1|1.76|1|1|1.76|1|1|0|1.7|1|0
122-18482|12/31/2021|54|122-18482|3|67672|2|1|0.818|1|8458|1.2|2|3|1.19|2|3|1.16|2|3|1.15|2|2|2.31|2|5|1.95|2|4|1.87|2|4|1.92|2|4|1.92|2|4|0|1.7|1|0
122-18480|12/31/2021|54|122-18480|3|67672|1|1|0.345|1|15300|1.15|1|1|1.14|1|1|1.21|1|1|1.21|1|1|1.41|1|1|1.47|1|1|1.54|1|1|1.46|1|1|1.58|1|1|0|1.7|1|0
122-18485|12/31/2021|54|122-18485|3|99999|2|1|1.395|1|6800|1.14|2|2|1.12|2|2|1.14|2|2|1.11|2|2|1.53|2|3|1.52|2|3|1.42|2|3|1.81|2|3|1.33|2|3|0|1.7|1|0
122P50315|12/31/2021|54|122P50315|3|40753|1|1|0.063|1|3300|1.4|0|0|1.5|0|0|1.61|0|0|1.66|0|0|2.38|0|0|2.12|0|0|3.0|0|1|2.24|0|0|2.27|0|0|0|1.7|1|0
122-18483|12/31/2021|54|122-18483|3|67672|2|1|0.63|1|8022|1.3|2|2|1.27|2|2|1.31|2|2|1.26|2|2|1.99|2|3|1.91|2|3|1.91|2|3|2.0|1|3|1.71|2|3|0|1.7|1|0
122P50316|12/31/2021|54|122P50316|3|40753|1|1|0.078|1|3600|1.77|0|0|1.56|0|0|1.44|0|0|1.83|0|0|3.05|0|1|2.91|0|1|2.41|0|1|2.04|0|0|2.91|0|1|0|1.7|1|0
122-18484|12/31/2021|54|122-18484|3|67672|2|1|1.47|1|6800|1.14|2|2|1.15|2|3|1.17|2|3|1.1|2|2|1.69|2|3|1.93|2|4|3.01|2|7|1.5|2|3|1.45|2|3|0|1.7|1|0
122P50309|12/31/2021|54|122P50309|3|40753|2|1|0.096|1|3200|1.41|0|0|1.45|0|1|1.56|0|1|1.68|0|1|2.35|0|1|2.18|0|1|2.34|0|1|2.12|0|1|2.28|0|1|0|1.7|1|0
122-18488|12/31/2021|54|122-18488|3|67672|2|1|0.73|1|5650|1.43|2|2|1.39|2|2|1.28|2|2|1.32|2|2|2.57|2|4|2.5|2|4|1.93|2|3|1.71|2|3|1.71|2|3|0|1.7|1|0
122P17320|12/31/2021|54|122P17320|3|99999|2|1|4.252|1|0|1.48|1|1|1.54|0|1|1.2|0|1|1.15|0|1|2.0|1|1|2.44|0|1|2.38|0|1|2.5|1|2|1.74|0|1|0|1.7|1|0
122P07527|12/31/2021|54|122P07527|3|59275|2|1|0.077|1|8150|1.33|0|0|1.31|0|0|1.24|0|0|1.29|0|0|2.71|0|0|2.06|0|0|2.06|0|0|2.0|0|0|2.64|0|0|0|1.7|1|0
122N18343|12/31/2021|54|122N18343|3|99998|2|1|0.034|1|2550|1.44|0|0|1.44|0|0|1.44|0|0|1.4|0|0|2.56|0|0|2.11|0|0|2.11|0|0|3.83|0|0|2.6|0|0|0|1.7|1|0
122+07083|12/31/2021|54|122+07083|3|99998|2|1|1.488|1|11450|1.05|1|2|1.05|2|2|1.07|1|2|1.08|1|2|1.14|1|2|1.13|1|2|1.17|1|2|1.19|1|2|1.2|1|2|0|1.7|1|0
122+07084|12/31/2021|54|122+07084|3|99999|2|1|0.827|1|10967|1.04|1|1|1.05|1|1|1.06|1|1|1.11|1|1|1.11|1|1|1.15|1|1|1.18|1|1|1.17|1|1|3.15|1|4|0|1.7|1|0
122+07081|12/31/2021|54|122+07081|3|99998|2|1|1.728|1|8665|1.08|2|2|1.08|2|2|1.08|2|2|1.12|2|2|1.24|2|2|1.21|2|2|1.25|2|2|1.27|2|2|1.3|2|2|0|1.7|1|0
122P07973|12/31/2021|54|122P07973|3|99999|2|1|0.828|1|0|2.38|1|2|2.5|1|3|2.05|2|4|2.42|1|2|4.74|1|4|3.75|1|4|2.25|2|4|2.9|1|2|4.23|1|4|0|1.7|1|0
122+07082|12/31/2021|54|122+07082|3|99999|2|1|1.677|1|11358|1.09|2|3|1.09|2|3|1.1|2|3|1.14|2|3|1.25|2|3|1.31|2|3|1.35|2|3|1.32|2|3|1.75|2|4|0|1.7|1|0
122P07972|12/31/2021|54|122P07972|3|99999|2|1|0.929|1|0|1.32|0|0|1.41|0|0|1.31|0|0|1.29|0|0|2.11|0|1|2.25|0|1|2.53|0|1|3.13|0|1|1.69|0|1|0|1.7|1|0
122N18339|12/31/2021|54|122N18339|3|99999|2|1|8.427|1|0|3.12|0|0|3.75|0|0|2.75|0|0|3.89|0|0|5.5|0|0|5.5|0|0|5.5|0|0|6.29|0|0|6.56|0|1|0|1.7|1|0
122+04806|12/31/2021|54|122+04806|1|36190|2|1|2.888|1|30150|1.02|3|3|1.02|3|3|1.03|3|3|1.02|3|3|1.04|3|3|1.06|3|3|1.08|3|3|1.08|3|3|1.06|3|3|0|1.7|1|0
122P15599|12/31/2021|54|122P15599|3|99999|2|1|0.008|1|2500|1.0|0|0|1.0|0|0|1.0|0|0|1.0|0|0|2.0|0|0|2.0|0|0|1.0|0|0|2.0|0|0|2.0|0|0|0|1.7|1|0
122P50321|12/31/2021|54|122P50321|3|15481|2|1|0.088|1|5726|1.29|0|0|1.33|0|0|1.31|0|0|1.33|0|0|2.0|0|0|2.53|0|0|2.56|0|0|2.67|0|0|3.2|0|0|0|1.7|1|0
122+04807|12/31/2021|54|122+04807|1|36190|2|1|2.725|1|30650|1.03|3|3|1.03|3|3|1.04|3|3|1.03|3|3|1.06|3|3|1.07|3|3|1.09|3|3|1.09|3|3|1.07|3|3|0|1.7|1|0
122+04808|12/31/2021|54|122+04808|1|36190|2|1|0.876|1|36500|1.03|1|1|1.03|1|1|1.03|1|1|1.03|1|1|1.05|1|1|1.05|1|1|1.08|1|1|1.08|1|1|1.05|1|1|0|1.7|1|0
122P50323|12/31/2021|54|122P50323|3|15481|2|1|0.142|1|5850|1.17|0|0|1.17|0|0|1.23|0|0|1.15|0|0|1.42|0|0|1.5|0|0|1.86|0|0|1.38|0|0|1.4|0|0|0|1.7|1|Filled missing data with 1 or 0
122+04809|12/31/2021|54|122+04809|1|36190|2|1|1.237|1|34100|1.02|1|1|1.02|1|1|1.03|1|1|1.02|1|1|1.04|1|1|1.05|1|1|1.05|1|1|1.08|1|1|1.05|1|1|0|1.7|1|0
122P50326|12/31/2021|54|122P50326|3|15481|2|2|0.031|1|1200|1.0|0|0|1.0|0|0|1.0|0|0|1.25|0|0|1.4|0|0|1.4|0|0|1.4|0|0|1.2|0|0|1.5|0|0|0|1.7|1|0
122P50318|12/31/2021|54|122P50318|3|40753|1|1|0.031|1|3600|1.7|0|0|1.73|0|0|1.91|0|0|1.67|0|0|3.1|0|0|3.36|0|0|2.82|0|0|2.82|0|0|3.06|0|0|0|1.7|1|0
122+04810|12/31/2021|54|122+04810|1|36190|2|1|3.95|1|29350|1.01|3|3|1.01|3|3|1.02|3|3|1.02|3|3|1.04|4|4|1.04|4|4|1.04|4|4|1.06|4|4|1.05|4|4|0|1.7|1|0
122P50319|12/31/2021|54|122P50319|3|40753|1|1|0.021|1|3600|1.5|0|0|1.75|0|0|1.8|0|0|2.0|0|0|2.15|0|0|2.67|0|0|3.2|0|0|2.12|0|0|3.56|0|0|0|1.7|1|0
122+04811|12/31/2021|54|122+04811|1|36190|2|1|2.585|1|30142|1.02|2|2|1.02|2|2|1.03|2|2|1.03|2|2|1.05|2|2|1.04|2|2|1.05|2|2|1.09|2|3|1.06|2|2|0|1.7|1|0
122+04812|12/31/2021|54|122+04812|1|36190|2|1|2.197|1|35000|1.03|2|2|1.03|2|2|1.04|2|2|1.03|2|2|1.06|2|2|1.05|2|2|1.07|2|2|1.09|2|2|1.07|2|2|0|1.7|1|0
122+04814|12/31/2021|54|122+04814|1|6139|2|1|3.36|1|7650|1.05|3|3|1.04|3|3|1.05|3|3|1.05|3|3|1.17|3|4|1.14|3|4|1.16|3|4|1.2|3|4|1.15|3|4|0|1.7|1|0
122+04815|12/31/2021|54|122+04815|1|6139|2|1|0.479|1|9900|1.1|0|1|1.11|0|1|1.11|0|1|1.11|0|0|1.29|1|1|1.34|0|1|1.28|0|1|1.25|1|1|1.2|0|1|0|1.7|1|0
122+04816|12/31/2021|54|122+04816|1|6139|2|1|2.561|1|8626|1.04|2|2|1.04|2|2|1.04|2|2|1.04|2|2|1.14|2|3|1.11|2|3|1.13|2|3|1.2|2|3|1.13|2|3|0|1.7|1|0
122+09268|12/31/2021|54|122+09268|3|99999|2|1|0.086|1|4150|1.0|0|0|1.0|0|0|1.0|0|0|1.0|0|0|1.0|0|0|1.0|0|0|1.0|0|0|1.0|0|0|1.0|0|0|0|1.7|1|Filled missing data with 1 or 0
122P06644|12/31/2021|54|122P06644|3|99999|2|1|0.109|1|6498|1.44|0|0|1.35|0|0|1.39|0|0|1.44|0|0|2.25|0|0|2.12|0|0|2.41|0|0|2.56|0|0|2.56|0|0|0|1.7|1|0
122P07974|12/31/2021|54|122P07974|1|99999|2|1|0.615|1|0|1.2|0|0|1.4|0|0|1.4|0|0|1.4|0|0|1.6|0|0|2.27|0|0|2.2|0|0|1.8|0|0|2.4|0|0|0|1.7|1|0
122N18323|12/31/2021|54|122N18323|3|15481|2|1|0.024|1|8100|1.71|0|0|1.86|0|0|1.75|0|0|2.0|0|0|3.0|0|0|3.43|0|0|3.43|0|0|3.5|0|0|4.0|0|0|0|1.7|1|0
122N18324|12/31/2021|54|122N18324|3|15481|2|2|0.124|1|8100|1.81|0|1|1.74|0|1|1.98|1|1|1.82|0|1|3.06|0|1|3.18|0|1|3.78|0|2|3.66|0|1|3.12|0|1|0|1.7|1|0
122P50330|12/31/2021|54|122P50330|3|15481|2|2|0.077|1|1200|1.1|0|0|1.2|0|0|1.1|0|0|1.1|0|0|1.3|0|0|1.4|0|0|1.3|0|0|1.36|0|0|1.2|0|0|0|1.7|1|0
122P17308|12/31/2021|54|122P17308|3|99998|2|1|0.916|4|0|1.14|0|0|1.14|0|0|1.11|0|0|1.18|0|0|1.3|0|0|1.28|0|0|1.31|0|0|1.41|0|0|1.33|0|0|0|1.7|1|0
122P17306|12/31/2021|54|122P17306|3|99999|2|1|4.511|4|0|1.86|1|1|1.77|1|1|1.69|1|1|1.75|1|1|3.69|1|2|3.19|1|2|3.32|1|2|3.77|0|2|3.42|1|2|0|1.7|1|0
122P50329|12/31/2021|54|122P50329|3|15481|2|2|0.044|1|9676|1.38|0|0|1.38|0|0|1.5|0|0|1.43|0|0|2.0|0|0|2.0|0|0|2.12|0|0|2.71|0|0|2.29|0|0|0|1.7|1|0
122+04800|12/31/2021|54|122+04800|1|59275|2|1|3.772|1|9000|1.13|4|5|1.11|4|4|1.12|4|4|1.13|4|4|1.3|5|7|1.28|5|6|1.32|5|7|1.4|5|7|1.32|5|7|0|1.7|1|0
122+04801|12/31/2021|54|122+04801|1|99999|2|1|7.711|1|8292|1.05|7|7|1.04|7|7|1.05|7|7|1.05|7|7|1.17|7|9|1.13|7|8|1.15|7|8|1.27|7|9|1.18|7|9|0|1.7|1|0
122+04802|12/31/2021|54|122+04802|1|99999|2|1|5.292|1|7140|1.07|5|5|1.05|5|5|1.06|5|5|1.06|4|5|1.19|5|6|1.14|5|6|1.15|5|6|1.25|5|6|1.2|5|6|0|1.7|1|0
122+04803|12/31/2021|54|122+04803|1|99999|2|1|2.594|1|6200|1.12|3|3|1.09|2|3|1.11|2|3|1.12|2|3|1.24|3|4|1.23|3|4|1.24|3|4|1.33|3|4|1.26|3|4|0|1.7|1|0
122+04805|12/31/2021|54|122+04805|1|36190|2|1|4.756|1|29242|1.02|4|4|1.02|4|4|1.03|4|4|1.02|4|4|1.07|4|5|1.07|4|5|1.14|4|5|1.13|4|5|1.08|4|5|0|1.7|1|0
122+07079|12/31/2021|54|122+07079|3|99999|2|1|3.477|1|7840|1.06|4|4|1.05|4|4|1.06|4|4|1.07|4|4|1.19|4|5|1.17|4|5|1.22|4|5|1.25|4|5|1.22|4|5|0|1.7|1|0
122N18321|12/31/2021|54|122N18321|3|15481|1|1|0.181|1|17900|1.13|0|0|1.22|0|0|1.17|0|0|1.18|0|0|1.52|0|0|1.7|0|0|1.57|0|0|1.52|0|0|1.57|0|0|0|1.7|1|Filled missing data with 1 or 0
122P07985|12/31/2021|54|122P07985|3|99998|2|1|0.47|1|4650|1.27|1|1|1.22|1|1|1.26|1|1|1.31|1|1|1.84|1|1|1.78|1|1|1.57|1|1|1.61|1|1|1.57|1|1|0|1.7|1|0
122N18320|12/31/2021|54|122N18320|3|15481|1|1|0.022|1|17900|2.17|0|0|2.38|0|0|2.38|0|0|2.71|0|0|4.5|0|0|4.71|0|0|4.71|0|0|6.6|0|0|4.71|0|0|0|1.7|1|0
122-07314|12/31/2021|54|122-07314|3|99999|2|1|3.964|1|6232|1.05|4|4|1.05|4|4|1.07|4|4|1.06|4|4|1.19|4|4|1.19|4|4|1.21|4|4|1.25|4|5|1.2|4|4|0|1.7|1|0
122N18314|12/31/2021|54|122N18314|3|15481|2|1|0.091|1|4650|1.25|0|0|1.31|0|0|1.31|0|0|1.38|0|0|2.02|0|0|2.12|0|0|2.62|0|0|1.73|0|0|2.59|0|0|0|1.7|1|0
122-07313|12/31/2021|54|122-07313|3|99999|2|1|4.252|1|5550|1.05|4|4|1.05|4|4|1.06|4|4|1.06|4|4|1.16|4|5|1.15|4|5|1.2|4|5|1.23|4|5|1.23|4|5|0|1.7|1|0
122N18315|12/31/2021|54|122N18315|3|15481|1|1|0.195|1|11065|1.14|0|0|1.21|0|0|1.15|0|0|1.13|0|0|1.43|0|1|1.59|0|1|1.51|0|1|1.57|0|1|1.56|0|1|0|1.7|1|0
122-07312|12/31/2021|54|122-07312|3|99999|2|1|5.289|1|4230|1.05|5|5|1.05|5|5|1.06|5|5|1.06|5|5|1.16|5|6|1.13|5|6|1.19|5|6|1.23|5|6|1.22|5|6|0|1.7|1|0
122-07311|12/31/2021|54|122-07311|3|99999|2|1|1.186|1|4400|1.04|1|1|1.04|1|1|1.04|1|1|1.04|1|1|1.1|1|1|1.1|1|1|1.14|1|1|1.18|1|1|1.16|1|1|0|1.7|1|0
122N18313|12/31/2021|54|122N18313|3|15481|2|1|0.03|1|6850|1.4|0|0|1.2|0|0|1.5|0|0|1.5|0|0|4.0|0|0|2.6|0|0|3.2|0|0|3.08|0|0|3.5|0|0|0|1.7|1|0
122-07318|12/31/2021|54|122-07318|3|99999|2|1|4.769|1|8693|1.03|4|4|1.03|4|4|1.04|4|4|1.04|4|4|1.12|4|5|1.1|4|5|1.14|4|5|1.26|5|6|1.16|4|5|0|1.7|1|0
122-07317|12/31/2021|54|122-07317|3|99999|2|1|4.709|1|7670|1.05|4|5|1.04|4|5|1.05|4|5|1.05|4|4|1.2|5|5|1.15|5|5|1.21|4|5|1.31|5|6|1.22|4|5|0|1.7|1|0
122-07316|12/31/2021|54|122-07316|3|99999|2|1|0.828|1|5814|1.04|1|1|1.04|1|1|1.05|1|1|1.04|1|1|1.13|1|1|1.12|1|1|1.17|1|1|1.27|1|1|1.2|1|1|0|1.7|1|0
122-07315|12/31/2021|54|122-07315|3|99999|2|1|3.842|1|5900|1.04|3|4|1.04|4|4|1.05|3|4|1.05|3|4|1.17|4|4|1.15|4|4|1.2|4|4|1.26|4|5|1.2|3|4|0|1.7|1|0
122-07319|12/31/2021|54|122-07319|3|99999|2|1|0.929|1|7500|1.07|1|1|1.06|1|1|1.08|1|1|1.08|1|1|1.27|1|1|1.24|1|1|1.3|1|1|1.35|1|1|1.39|1|1|0|1.7|1|0
122-18452|12/31/2021|54|122-18452|3|99999|2|1|8.427|1|3068|1.13|11|12|1.13|11|13|1.1|11|12|1.1|10|11|1.88|11|21|2.1|11|24|1.7|11|18|1.56|10|16|1.52|10|15|0|1.7|1|0
122-18453|12/31/2021|54|122-18453|3|99998|2|1|1.001|1|6146|1.18|2|2|1.17|2|2|1.18|2|2|1.17|2|2|1.72|2|3|1.77|2|3|1.73|2|3|1.62|2|2|1.62|2|2|0|1.7|1|0
122-18450|12/31/2021|54|122-18450|3|99999|2|1|3.887|1|2134|1.12|5|5|1.17|5|5|1.09|5|5|1.07|4|5|1.51|5|7|1.69|5|8|1.46|5|7|1.29|5|6|1.29|4|6|0|1.7|1|0
122-18451|12/31/2021|54|122-18451|3|99999|2|1|0.868|1|2450|1.23|2|2|1.25|2|2|1.2|2|2|1.25|2|2|1.75|2|3|1.9|2|4|1.73|2|3|1.87|2|3|1.53|2|3|0|1.7|1|0
122P04609|12/31/2021|54|122P04609|1|99999|2|1|0.594|1|7528|1.04|0|1|1.04|0|1|1.04|0|1|1.04|0|1|1.12|1|1|1.1|1|1|1.12|1|1|1.17|1|1|1.12|1|1|0|1.7|1|0
122-18457|12/31/2021|54|122-18457|3|99998|2|1|4.368|1|5900|1.17|7|8|1.17|7|8|1.2|6|8|1.22|6|7|1.55|7|11|1.67|7|12|1.86|7|12|1.89|6|11|1.74|6|11|0|1.7|1|0
122N07666|12/31/2021|54|122N07666|3|99999|2|1|0.012|1|3500|1.0|0|0|1.0|0|0|1.0|0|0|1.0|0|0|1.0|0|0|1.0|0|0|1.0|0|0|1.0|0|0|1.0|0|0|0|1.7|1|Filled missing data with 1 or 0
122-18455|12/31/2021|54|122-18455|3|94726|2|1|0.91|1|0|1.14|0|0|1.12|0|0|1.14|0|0|1.14|0|0|1.43|0|0|1.25|0|0|1.43|0|0|1.25|0|0|1.43|0|0|0|1.7|1|0
122P04605|12/31/2021|54|122P04605|1|15481|2|1|0.119|1|14400|1.0|0|0|1.0|0|0|1.0|0|0|1.0|0|0|1.09|0|0|1.09|0|0|1.09|0|0|1.18|0|0|1.09|0|0|0|1.7|1|0
122P04606|12/31/2021|54|122P04606|1|15481|2|1|0.531|1|12158|1.06|0|1|1.06|0|1|1.06|0|1|1.06|0|1|1.14|0|1|1.12|0|1|1.14|0|1|1.18|1|1|1.16|0|1|0|1.7|1|0
122-18458|12/31/2021|54|122-18458|3|99999|2|1|9.274|1|3150|1.06|10|11|1.07|10|11|1.05|10|11|1.06|10|11|1.35|11|14|1.34|11|14|1.32|10|13|1.28|10|13|1.25|10|13|0|1.7|1|0
122P04607|12/31/2021|54|122P04607|1|15481|2|1|0.506|1|10610|1.02|0|0|1.02|0|0|1.05|0|0|1.05|0|0|1.13|0|1|1.11|0|0|1.11|0|0|1.16|0|1|1.13|0|1|0|1.7|1|0
122-18459|12/31/2021|54|122-18459|3|99999|2|1|9.404|1|4372|1.04|10|10|1.04|10|10|1.05|10|10|1.06|10|10|1.17|10|12|1.17|10|12|1.2|10|12|1.25|10|13|1.24|10|12|0|1.7|1|0
122P04608|12/31/2021|54|122P04608|1|99999|2|1|0.517|1|9450|1.02|0|0|1.05|0|0|1.05|0|0|1.05|0|0|1.11|0|0|1.09|0|0|1.11|0|0|1.15|0|1|1.11|0|1|0|1.7|1|0
122P04601|12/31/2021|54|122P04601|1|99999|2|1|0.276|1|13116|1.09|0|0|1.09|0|0|1.09|0|0|1.04|0|0|1.13|0|0|1.13|0|0|1.13|0|0|1.17|0|0|1.13|0|0|0|1.7|1|0
122P04602|12/31/2021|54|122P04602|1|99999|2|1|0.195|1|9950|1.0|0|0|1.06|0|0|1.06|0|0|1.0|0|0|1.06|0|0|1.06|0|0|1.06|0|0|1.12|0|0|1.12|0|0|0|1.7|1|0
122P04603|12/31/2021|54|122P04603|1|99999|2|1|0.339|1|10588|1.0|0|0|1.04|0|0|1.04|0|0|1.04|0|0|1.07|0|0|1.07|0|0|1.07|0|0|1.13|0|0|1.07|0|0|0|1.7|1|0
122P04604|12/31/2021|54|122P04604|1|99999|2|1|0.417|1|10018|1.03|0|0|1.03|0|0|1.06|0|0|1.03|0|0|1.08|0|0|1.05|0|0|1.05|0|0|1.14|0|0|1.08|0|0|0|1.7|1|0
122-07310|12/31/2021|54|122-07310|3|99999|2|1|10.548|1|5323|1.04|10|10|1.04|10|10|1.04|10|10|1.05|10|10|1.19|10|12|1.19|10|12|1.22|10|12|1.28|10|13|1.26|10|12|0|1.7|1|0
122N18311|12/31/2021|54|122N18311|3|15481|1|1|0.08|1|18800|1.18|0|0|1.24|0|0|1.18|0|0|1.17|0|0|1.47|0|0|1.59|0|0|1.65|0|0|1.47|0|0|1.53|0|0|0|1.7|1|0
